tick,total_infected,total_recovered,total_dead,total_healthy,hot_region_infected,cold_region_infected,moderate_region_infected,airport_usage,port_usage,num_isolated_countries,num_affected_countries,most_affected_country,most_deaths_country,hot_region_transmission_rate,cold_region_transmission_rate,moderate_region_transmission_rate,cross_border_infections,within_country_infections
0,2,0,0,11464,0,0,2,58,3,0,1,Romania,,0,0,6.752194463200541E-4,0,2
1,3,0,0,11463,0,0,3,89,3,0,1,Romania,,0,0,0.001012829169480081,0,3
2,6,0,0,11460,0,0,6,95,3,0,1,Romania,,0,0,0.002025658338960162,0,6
3,10,0,0,11456,0,0,10,100,3,0,1,Romania,,0,0,0.00337609723160027,0,10
4,12,0,0,11454,0,0,12,108,3,0,2,Romania,,0,0,0.004051316677920324,0,12
5,15,0,0,11451,0,0,15,121,4,0,2,Romania,,0,0,0.005064145847400405,0,15
6,16,0,0,11450,0,0,16,131,6,0,2,Romania,,0,0,0.0054017555705604325,0,16
7,16,0,0,11450,0,0,16,146,7,0,2,Romania,,0,0,0.0054017555705604325,0,16
8,16,0,0,11450,0,0,16,156,8,0,2,Romania,,0,0,0.0054017555705604325,0,16
9,19,0,0,11447,0,0,19,160,9,0,2,Romania,,0,0,0.006414584740040513,0,19
10,25,0,0,11441,0,1,24,181,9,0,4,Romania,,0,5.060728744939271E-4,0.008102633355840648,0,25
11,32,0,0,11434,0,2,30,199,9,0,4,Romania,,0,0.0010121457489878543,0.01012829169480081,0,32
12,38,0,0,11428,0,3,35,215,9,0,4,Romania,,0,0.0015182186234817814,0.011816340310600946,0,38
13,46,0,0,11420,0,4,42,226,9,0,4,Romania,,0,0.0020242914979757085,0.014179608372721135,0,46
14,51,0,0,11415,0,4,47,232,9,0,4,Romania,,0,0.0020242914979757085,0.01586765698852127,0,51
15,57,0,0,11409,0,7,50,254,11,0,6,Romania,,0,0.00354251012145749,0.01688048615800135,0,57
16,60,0,0,11406,0,7,53,259,11,0,7,Romania,,0,0.00354251012145749,0.01789331532748143,0,60
17,64,0,0,11402,0,8,56,271,11,0,7,Romania,,0,0.004048582995951417,0.018906144496961513,0,64
18,70,0,0,11396,0,8,62,279,11,0,7,Romania,,0,0.004048582995951417,0.020931802835921675,0,70
19,74,0,0,11392,0,8,66,290,11,0,7,Romania,,0,0.004048582995951417,0.02228224172856178,0,74
20,81,0,0,11385,0,8,73,308,11,0,7,Romania,,0,0.004048582995951417,0.02464550979068197,0,81
21,86,1,0,11379,0,9,77,323,13,0,8,Romania,,0,0.004554655870445344,0.02599594868332208,0,86
22,90,3,0,11373,0,10,80,334,15,0,8,Romania,,0,0.005060728744939271,0.02700877785280216,0,90
23,95,3,0,11368,0,11,84,341,15,0,9,Romania,,0,0.005566801619433198,0.02835921674544227,0,95
24,100,4,0,11362,1,13,86,347,15,0,10,Romania,,1.5318627450980392E-4,0.006578947368421052,0.02903443619176232,0,100
25,105,4,0,11357,1,14,90,355,16,0,11,Romania,,1.5318627450980392E-4,0.00708502024291498,0.03038487508440243,0,105
26,106,6,0,11354,1,14,91,367,17,0,11,Poland,,1.5318627450980392E-4,0.00708502024291498,0.03072248480756246,0,106
27,109,6,0,11351,1,14,94,379,17,0,11,Poland,,1.5318627450980392E-4,0.00708502024291498,0.03173531397704254,0,109
28,113,6,0,11347,1,14,98,387,18,0,12,Poland,,1.5318627450980392E-4,0.00708502024291498,0.03308575286968265,0,113
29,119,6,0,11341,1,14,104,396,18,0,12,Poland,,1.5318627450980392E-4,0.00708502024291498,0.035111411208642807,0,119
30,124,8,0,11334,1,14,109,405,19,0,13,Poland,,1.5318627450980392E-4,0.00708502024291498,0.036799459824442944,0,124
31,135,11,0,11320,1,14,120,419,20,0,13,Poland,,1.5318627450980392E-4,0.00708502024291498,0.04051316677920324,0,135
32,143,12,0,11311,1,13,129,430,21,0,14,Poland,,1.5318627450980392E-4,0.006578947368421052,0.04355165428764349,0,143
33,149,15,1,11301,2,13,134,442,22,0,17,Poland,Romania,3.0637254901960784E-4,0.006578947368421052,0.04523970290344362,0,149
34,151,18,1,11296,2,13,136,454,22,0,17,Poland,Romania,3.0637254901960784E-4,0.006578947368421052,0.04591492234976367,0,151
35,159,19,1,11287,2,15,142,467,22,0,18,Poland,Romania,3.0637254901960784E-4,0.0075910931174089065,0.04794058068872384,0,159
36,159,24,1,11282,3,15,141,472,22,0,18,Poland,Romania,4.5955882352941176E-4,0.0075910931174089065,0.04760297096556381,0,159
37,169,26,1,11270,3,14,152,480,22,0,19,Poland,Romania,4.5955882352941176E-4,0.00708502024291498,0.05131667792032411,0,169
38,172,27,1,11266,3,14,155,495,24,0,19,Poland,Romania,4.5955882352941176E-4,0.00708502024291498,0.05232950708980419,0,172
39,173,32,1,11260,3,13,157,504,25,0,19,Poland,Romania,4.5955882352941176E-4,0.006578947368421052,0.05300472653612424,0,173
40,177,38,1,11250,5,12,160,512,25,0,21,Poland,Romania,7.659313725490196E-4,0.006072874493927126,0.05401755570560432,0,177
41,180,39,2,11245,6,12,162,520,25,0,21,Poland,Romania,9.191176470588235E-4,0.006072874493927126,0.054692775151924375,0,180
42,175,45,3,11243,6,13,156,533,25,0,21,Poland,Romania,9.191176470588235E-4,0.006578947368421052,0.05266711681296422,0,175
43,176,50,3,11237,6,14,156,543,25,0,22,Poland,Ukraine,9.191176470588235E-4,0.00708502024291498,0.05266711681296422,0,176
44,178,53,3,11232,9,14,155,547,25,0,22,Poland,Ukraine,0.0013786764705882354,0.00708502024291498,0.05232950708980419,0,178
45,180,56,5,11225,12,12,156,562,26,0,22,Poland,Ukraine,0.001838235294117647,0.006072874493927126,0.05266711681296422,0,180
46,187,59,5,11215,15,13,159,567,26,0,22,Poland,Ukraine,0.002297794117647059,0.006578947368421052,0.05367994598244429,0,187
47,205,60,5,11196,20,14,171,578,26,0,23,Poland,Ukraine,0.0030637254901960784,0.00708502024291498,0.057731262660364616,0,205
48,212,66,5,11183,24,15,173,584,26,0,23,Poland,Ukraine,0.003676470588235294,0.0075910931174089065,0.05840648210668467,0,212
49,226,75,5,11160,30,14,182,592,26,0,23,Poland,Ukraine,0.004595588235294118,0.00708502024291498,0.06144496961512492,0,226
50,244,82,5,11135,36,16,192,596,26,0,23,Germany,Ukraine,0.0055147058823529415,0.008097165991902834,0.06482106684672519,0,244
51,262,89,5,11110,39,16,207,606,27,0,23,Germany,Ukraine,0.0059742647058823525,0.008097165991902834,0.06988521269412559,0,262
52,282,93,6,11085,42,16,224,619,27,0,23,Germany,Ukraine,0.006433823529411764,0.008097165991902834,0.07562457798784605,0,282
53,299,99,6,11062,46,18,235,629,28,0,23,Germany,Ukraine,0.0070465686274509805,0.009109311740890687,0.07933828494260635,0,299
54,312,103,6,11045,48,18,246,636,29,0,23,Germany,Ukraine,0.007352941176470588,0.009109311740890687,0.08305199189736664,0,312
55,315,109,6,11036,48,19,248,647,29,0,23,Germany,Ukraine,0.007352941176470588,0.009615384615384616,0.0837272113436867,0,315
56,320,117,7,11022,54,21,245,653,33,0,22,Germany,Ukraine,0.008272058823529412,0.01062753036437247,0.08271438217420661,1,319
57,334,120,8,11004,61,23,250,661,34,0,22,Germany,Ukraine,0.009344362745098039,0.011639676113360324,0.08440243079000675,1,333
58,341,124,8,10993,63,25,253,675,35,0,24,Germany,Ukraine,0.009650735294117647,0.012651821862348178,0.08541525995948683,2,339
59,350,128,9,10979,66,25,259,682,36,0,24,Germany,Ukraine,0.01011029411764706,0.012651821862348178,0.087440918298447,2,348
60,361,132,10,10963,68,24,269,692,36,0,22,Germany,Ukraine,0.010416666666666666,0.012145748987854251,0.09081701553004727,2,359
61,369,134,10,10953,71,25,273,704,37,0,25,Germany,Ukraine,0.010876225490196078,0.012651821862348178,0.09216745442268737,5,364
62,368,143,10,10945,73,25,270,709,37,0,23,Germany,Ukraine,0.011182598039215686,0.012651821862348178,0.09115462525320729,5,363
63,375,147,10,10934,74,26,275,717,37,0,23,Germany,Ukraine,0.01133578431372549,0.013157894736842105,0.09284267386900742,6,369
64,378,152,11,10925,76,26,276,720,38,0,24,Germany,Ukraine,0.011642156862745098,0.013157894736842105,0.09318028359216746,5,373
65,375,161,12,10918,75,25,275,726,38,0,22,Germany,Poland,0.011488970588235295,0.012651821862348178,0.09284267386900742,4,371
66,375,169,12,10910,78,25,272,733,40,0,22,Germany,Poland,0.011948529411764705,0.012651821862348178,0.09182984469952735,4,371
67,370,177,15,10904,80,24,266,740,40,0,23,Germany,Poland,0.012254901960784314,0.012145748987854251,0.08980418636056718,3,367
68,361,187,17,10901,82,24,255,753,42,0,23,Germany,Poland,0.012561274509803922,0.012145748987854251,0.08609047940580689,4,357
69,355,193,21,10897,82,24,249,761,42,0,24,Germany,Poland,0.012561274509803922,0.012145748987854251,0.08406482106684672,6,349
70,345,203,23,10895,80,24,241,769,44,0,23,Germany,Poland,0.012254901960784314,0.012145748987854251,0.08136394328156651,4,341
71,333,215,25,10893,82,23,228,780,44,0,22,Germany,Ukraine,0.012561274509803922,0.011639676113360324,0.07697501688048616,4,329
72,325,227,25,10889,82,24,219,791,44,0,22,Germany,Poland,0.012561274509803922,0.012145748987854251,0.07393652937204591,3,322
73,317,237,25,10887,80,26,211,801,44,0,22,Germany,Ukraine,0.012254901960784314,0.013157894736842105,0.0712356515867657,3,314
74,307,248,26,10885,80,27,200,810,44,0,23,Germany,Ukraine,0.012254901960784314,0.013663967611336033,0.0675219446320054,5,302
75,298,261,26,10881,77,28,193,820,45,0,22,Germany,Ukraine,0.011795343137254902,0.01417004048582996,0.06515867656988521,7,291
76,291,273,26,10876,77,27,187,829,45,0,22,Germany,Ukraine,0.011795343137254902,0.013663967611336033,0.06313301823092506,8,283
77,286,284,26,10870,79,27,180,837,46,0,23,Germany,Ukraine,0.01210171568627451,0.013663967611336033,0.06076975016880486,11,275
78,276,299,26,10865,78,25,173,843,46,0,25,Germany,Ukraine,0.011948529411764705,0.012651821862348178,0.05840648210668467,13,263
79,268,310,29,10859,74,26,168,848,47,0,25,Germany,Ukraine,0.01133578431372549,0.013157894736842105,0.05671843349088454,14,254
80,256,323,29,10858,69,26,161,851,48,0,24,Germany,Ukraine,0.010569852941176471,0.013157894736842105,0.05435516542876435,15,241
81,243,338,29,10856,68,26,149,864,49,0,24,Germany,Ukraine,0.010416666666666666,0.013157894736842105,0.050303848750844024,16,227
82,226,354,31,10855,64,23,139,872,49,0,25,Germany,Ukraine,0.00980392156862745,0.011639676113360324,0.046927751519243756,13,213
83,219,365,31,10851,66,24,129,875,49,0,25,Germany,Ukraine,0.01011029411764706,0.012145748987854251,0.04355165428764349,12,207
84,211,379,32,10844,67,28,116,886,49,0,24,Italy,Ukraine,0.010263480392156863,0.01417004048582996,0.03916272788656313,13,198
