experiment,run,configuration,peak_infected,peak_infected_tick,time_to_peak,final_infected,final_recovered,final_dead,max_hot_transmission,max_cold_transmission,max_moderate_transmission,total_airport_usage,total_port_usage,max_affected_countries,total_cross_border,total_within_country
Transportation_Study,228,hr0.6_cr0.6_tptrue_isfalse_ap0,1,0,0,1,0,0,0,0,3.374957813027337E-4,0,4,1,0,1
Transportation_Study,216,hr0.6_cr0.6_tptrue_isfalse_ap0,1023,365,365,1023,6753,780,0.06741911211437171,0.07065980346279832,0.14329165258533288,0,1368,30,0,1023
Transportation_Study,225,hr0.6_cr0.6_tptrue_isfalse_ap0,0,207,207,0,780,80,0,0,0,0,212,0,0,0
Transportation_Study,229,hr0.6_cr0.6_tptrue_isfalse_ap0,3,0,0,3,0,0,0,0,0.001013856032443393,0,6,1,0,3
Transportation_Study,218,hr0.6_cr0.6_tptrue_isfalse_ap0,590,365,365,590,5295,600,0.043277375635299556,0.0344311377245509,0.08127328140873688,0,1269,23,0,590
Transportation_Study,230,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.768189509306261E-4,0,11,2,0,2
Transportation_Study,220,hr0.6_cr0.6_tptrue_isfalse_ap0,590,365,365,590,7264,777,0.01918354818907305,0.06487025948103792,0.11271870794078062,0,418,30,0,590
Transportation_Study,231,hr0.6_cr0.6_tptrue_isfalse_ap0,3,0,0,3,0,0,0,0,0.001015916017609211,0,6,1,0,3
Transportation_Study,224,hr0.6_cr0.6_tptrue_isfalse_ap0,1080,365,365,1080,5801,577,0.09579547204681965,0.061772151898734175,0.11343686698176908,0,64,26,0,1080
Transportation_Study,232,hr0.6_cr0.6_tptrue_isfalse_ap0,4,0,0,4,0,0,0,0,0.0013518080432578573,0,22,1,0,4
Transportation_Study,233,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.666666666666666E-4,0,5,1,0,2
Transportation_Study,227,hr0.6_cr0.6_tptrue_isfalse_ap0,538,365,365,538,6116,666,0.003373715687777948,0.05057471264367816,0.13748730104977988,0,342,9,0,538
Transportation_Study,234,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.752194463200541E-4,0,7,1,0,2
Transportation_Study,235,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.759040216289286E-4,0,24,1,0,2
Transportation_Study,226,hr0.6_cr0.6_tptrue_isfalse_ap0,169,365,365,169,6858,765,0.014529374605180037,0.03888888888888889,0,0,1234,9,0,169
Transportation_Study,222,hr0.6_cr0.6_tptrue_isfalse_ap0,63,365,365,63,7895,860,0.006294135707706479,0.01096163428001993,0,0,1060,6,0,63
Transportation_Study,236,hr0.6_cr0.6_tptrue_isfalse_ap0,1,0,0,1,0,0,0,0,3.379520108144643E-4,0,10,1,0,1
Transportation_Study,228,hr0.6_cr0.6_tptrue_isfalse_ap0,5,365,365,5,850,88,7.700600646850454E-4,0,0,0,402,1,0,5
Transportation_Study,223,hr0.6_cr0.6_tptrue_isfalse_ap0,0,335,335,0,894,82,0,0,0,0,2532,0,0,0
Transportation_Study,237,hr0.6_cr0.6_tptrue_isfalse_ap0,1,0,0,1,0,0,0,0,3.379520108144643E-4,0,15,1,0,1
Transportation_Study,229,hr0.6_cr0.6_tptrue_isfalse_ap0,903,365,365,903,6282,672,0.055581216320246346,0.07742914979757085,0.13146333220682663,0,193,27,0,903
Transportation_Study,238,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.786562606040041E-4,0,14,1,0,2
Transportation_Study,239,hr0.6_cr0.6_tptrue_isfalse_ap0,3,0,0,3,0,0,0,0,0.001015916017609211,0,14,1,0,3
Transportation_Study,231,hr0.6_cr0.6_tptrue_isfalse_ap0,573,365,365,573,5962,666,0.023195482984892414,0.03441295546558704,0.1195394514053505,0,334,18,0,573
Transportation_Study,240,hr0.6_cr0.6_tptrue_isfalse_ap0,1,0,0,1,0,0,0,0,3.386386725364037E-4,0,7,1,0,1
Transportation_Study,241,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.772773450728074E-4,0,3,1,0,2
Transportation_Study,230,hr0.6_cr0.6_tptrue_isfalse_ap0,1167,365,365,1167,5798,630,0.10113741162004304,0.03451492537313433,0.14720812182741116,0,834,31,1,1166
Transportation_Study,233,hr0.6_cr0.6_tptrue_isfalse_ap0,669,365,365,669,5162,544,0.044509471738795624,0.009615384615384616,0.12033333333333333,0,362,15,0,669
Transportation_Study,232,hr0.6_cr0.6_tptrue_isfalse_ap0,577,365,365,577,6737,753,0.024723587223587223,0.07214428857715431,0.0919229469415343,0,594,18,0,577
Transportation_Study,242,hr0.6_cr0.6_tptrue_isfalse_ap0,3,0,0,3,0,0,0,0,0.0010056989607777405,0,1,1,0,3
Transportation_Study,243,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.752194463200541E-4,0,8,1,0,2
Transportation_Study,234,hr0.6_cr0.6_tptrue_isfalse_ap0,490,365,365,490,6673,723,0.0052195271722443965,0.027791814047498736,0.13538149898717083,0,606,11,0,490
Transportation_Study,244,hr0.6_cr0.6_tptrue_isfalse_ap0,1,0,0,1,0,0,0,0,3.3692722371967657E-4,0,1,1,0,1
Transportation_Study,245,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.861063464837049E-4,0,3,1,0,2
Transportation_Study,235,hr0.6_cr0.6_tptrue_isfalse_ap0,1087,365,365,1087,5643,680,0.09533312864599325,0.019726858877086494,0.14430550861777627,0,757,30,0,1087
Transportation_Study,236,hr0.6_cr0.6_tptrue_isfalse_ap0,692,365,365,692,6097,714,0.02817985833076686,0.03188259109311741,0.1507265968232511,0,464,18,1,691
Transportation_Study,237,hr0.6_cr0.6_tptrue_isfalse_ap0,0,334,334,0,876,93,0,0,0,0,463,0,0,0
Transportation_Study,246,hr0.6_cr0.6_tptrue_isfalse_ap0,3,0,0,3,0,0,0,0,9.99333777481679E-4,0,7,1,0,3
Transportation_Study,247,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.704659738518271E-4,0,0,1,0,2
Transportation_Study,240,hr0.6_cr0.6_tptrue_isfalse_ap0,572,365,365,572,6206,650,0.016938806653441173,0.03807615230460922,0.13037588892651542,0,269,15,0,572
Transportation_Study,238,hr0.6_cr0.6_tptrue_isfalse_ap0,660,365,365,660,5875,668,0.01473748848633712,0.018463073852295408,0.17882592466915506,0,574,17,1,659
Transportation_Study,239,hr0.6_cr0.6_tptrue_isfalse_ap0,479,365,365,479,6281,687,0.01063501849568434,0.006442705936493327,0.13410091432441584,0,253,13,0,479
Transportation_Study,248,hr0.6_cr0.6_tptrue_isfalse_ap0,3,0,0,3,0,0,0,0,0.001013856032443393,0,8,1,0,3
Transportation_Study,249,hr0.6_cr0.6_tptrue_isfalse_ap0,1,0,0,1,0,0,0,0,3.362474781439139E-4,0,6,1,0,1
Transportation_Study,250,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.648936170212766E-4,0,1,1,0,2
Transportation_Study,251,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.759040216289286E-4,0,5,1,0,2
Transportation_Study,241,hr0.6_cr0.6_tptrue_isfalse_ap0,581,365,365,581,6674,762,0.022573710073710073,0.06324701195219123,0.10396207246867592,0,765,21,3,578
Transportation_Study,221,hr0.6_cr0.6_tptrue_isfalse_ap0,1153,365,365,1153,5679,630,0.05022338622708365,0.0035371399696816574,0.27461486939048896,0,7012,20,0,1153
Transportation_Study,252,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.759040216289286E-4,0,2,1,0,2
Transportation_Study,253,hr0.6_cr0.6_tptrue_isfalse_ap0,4,0,0,4,0,0,0,0,0.0013573125212080082,0,2,1,0,4
Transportation_Study,244,hr0.6_cr0.6_tptrue_isfalse_ap0,11,365,365,11,817,80,0.0016889298326424075,0,0,0,531,2,0,11
Transportation_Study,242,hr0.6_cr0.6_tptrue_isfalse_ap0,705,365,365,705,6687,712,0.0334103156274057,0.042488619119878605,0.13543412671806906,0,645,32,1,704
Transportation_Study,254,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.738544474393531E-4,0,1,1,0,2
Transportation_Study,255,hr0.6_cr0.6_tptrue_isfalse_ap0,6,0,0,6,0,0,0,0,0.002029083530605343,0,1,1,0,6
Transportation_Study,243,hr0.6_cr0.6_tptrue_isfalse_ap0,135,365,365,135,8532,943,0.01325115562403698,0.024586051179126944,0,0,1025,11,0,135
Transportation_Study,245,hr0.6_cr0.6_tptrue_isfalse_ap0,446,365,365,446,7994,878,0.015088529638183218,0.02642073778664008,0.10120068610634649,0,645,22,0,446
Transportation_Study,256,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.768189509306261E-4,0,6,1,0,2
Transportation_Study,257,hr0.6_cr0.6_tptrue_isfalse_ap0,3,0,0,3,0,0,0,0,9.940357852882703E-4,0,3,1,0,3
Transportation_Study,247,hr0.6_cr0.6_tptrue_isfalse_ap0,166,365,365,166,7808,908,0.015090853095164768,0.026539809714571858,0.005028494803888703,0,778,19,0,166
Transportation_Study,246,hr0.6_cr0.6_tptrue_isfalse_ap0,691,365,365,691,6258,725,0.03405430280717901,0.04959514170040486,0.12358427714856762,0,952,21,2,689
Transportation_Study,258,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.759040216289286E-4,0,3,2,0,2
Transportation_Study,259,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.752194463200541E-4,0,0,2,0,2
Transportation_Study,250,hr0.6_cr0.6_tptrue_isfalse_ap0,877,365,365,877,7058,777,0.052104208416833664,0.13313161875945537,0.09142287234042554,0,984,42,1,876
Transportation_Study,249,hr0.6_cr0.6_tptrue_isfalse_ap0,37,365,365,37,7184,815,0.0015401201293700909,0.012632642748863061,6.724949562878278E-4,0,1138,5,0,37
Transportation_Study,248,hr0.6_cr0.6_tptrue_isfalse_ap0,415,365,365,415,7890,891,0.05396290050590219,0.03143712574850299,0,0,871,13,1,414
Transportation_Study,251,hr0.6_cr0.6_tptrue_isfalse_ap0,17,365,365,17,8408,937,3.0802402587401816E-4,0.006906077348066298,0,0,1274,2,0,17
Transportation_Study,260,hr0.6_cr0.6_tptrue_isfalse_ap0,1,0,0,1,0,0,0,0,3.370407819346141E-4,0,6,1,0,1
Transportation_Study,261,hr0.6_cr0.6_tptrue_isfalse_ap0,3,0,0,3,0,0,0,0,0.001012829169480081,0,2,2,0,3
Transportation_Study,252,hr0.6_cr0.6_tptrue_isfalse_ap0,14,365,365,14,8084,879,0.0013858946720049275,0.0023020257826887663,0,0,812,5,0,14
Transportation_Study,262,hr0.6_cr0.6_tptrue_isfalse_ap0,3,0,0,3,0,0,0,0,0.001013856032443393,0,4,1,0,3
Transportation_Study,263,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.768189509306261E-4,0,3,1,0,2
Transportation_Study,264,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.709158000670916E-4,0,4,2,0,2
Transportation_Study,253,hr0.6_cr0.6_tptrue_isfalse_ap0,103,365,365,103,8352,973,0.013247073321010475,0.0065298507462686565,0.0010179843909060061,0,1249,12,0,103
Transportation_Study,254,hr0.6_cr0.6_tptrue_isfalse_ap0,19,365,365,19,8782,990,0.0023094688221709007,9.98003992015968E-4,6.738544474393531E-4,0,890,6,0,19
Transportation_Study,255,hr0.6_cr0.6_tptrue_isfalse_ap0,588,365,365,588,7142,814,0.025330058335891924,0.0728744939271255,0.09435238417314847,0,613,22,0,588
Transportation_Study,265,hr0.6_cr0.6_tptrue_isfalse_ap0,3,0,0,3,0,0,0,0,0.0010124873439082012,0,3,1,0,3
Transportation_Study,266,hr0.6_cr0.6_tptrue_isfalse_ap0,3,0,0,3,0,0,0,0,0.001015916017609211,0,7,1,0,3
Transportation_Study,267,hr0.6_cr0.6_tptrue_isfalse_ap0,3,0,0,3,0,0,0,0,0.0010152284263959391,0,6,1,0,3
Transportation_Study,256,hr0.6_cr0.6_tptrue_isfalse_ap0,9,365,365,9,8595,948,0.0012163600425726016,4.99001996007984E-4,0,0,812,6,0,9
Transportation_Study,257,hr0.6_cr0.6_tptrue_isfalse_ap0,302,365,365,302,7675,811,0.03530856616518269,0.03486609398686205,9.940357852882703E-4,0,959,21,0,302
Transportation_Study,258,hr0.6_cr0.6_tptrue_isfalse_ap0,98,365,365,98,7871,890,0.01495954816058617,0,0,0,873,6,0,98
Transportation_Study,268,hr0.6_cr0.6_tptrue_isfalse_ap0,3,0,0,3,0,0,0,0,0.001013856032443393,0,3,1,0,3
Transportation_Study,259,hr0.6_cr0.6_tptrue_isfalse_ap0,1117,365,365,1117,6469,748,0.07203324611359088,0.11060606060606061,0.14517218095881163,0,791,38,11,1106
Transportation_Study,269,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.763611768684477E-4,0,5,1,0,2
Transportation_Study,270,hr0.6_cr0.6_tptrue_isfalse_ap0,3,0,0,3,0,0,0,0,9.963467286615742E-4,0,2,1,0,3
Transportation_Study,260,hr0.6_cr0.6_tptrue_isfalse_ap0,12,365,365,12,8290,946,9.237875288683603E-4,0.003054989816700611,0,0,785,2,0,12
Transportation_Study,271,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.662225183211193E-4,0,5,1,0,2
Transportation_Study,261,hr0.6_cr0.6_tptrue_isfalse_ap0,230,365,365,230,7755,825,0.0187231430325353,0.05389221556886228,0,0,1042,11,0,230
Transportation_Study,262,hr0.6_cr0.6_tptrue_isfalse_ap0,351,365,365,351,7851,860,0.005987104697574455,0.0675,0.05981750591416019,0,586,14,0,351
Transportation_Study,272,hr0.6_cr0.6_tptrue_isfalse_ap0,3,0,0,3,0,0,0,0,0.001012829169480081,0,3,1,0,3
Transportation_Study,263,hr0.6_cr0.6_tptrue_isfalse_ap0,81,365,365,81,8394,909,0.008333333333333333,0.013643254168772108,0,0,941,5,0,81
Transportation_Study,273,hr0.6_cr0.6_tptrue_isfalse_ap0,1,0,0,1,0,0,0,0,3.3840947546531303E-4,0,0,1,0,1
Transportation_Study,264,hr0.6_cr0.6_tptrue_isfalse_ap0,75,365,365,75,8915,993,0.007852193995381063,0.01046337817638266,0.0010063737001006373,0,1015,12,0,75
Transportation_Study,274,hr0.6_cr0.6_tptrue_isfalse_ap0,1,0,0,1,0,0,0,0,3.3840947546531303E-4,0,3,1,0,1
Transportation_Study,275,hr0.6_cr0.6_tptrue_isfalse_ap0,1,0,0,1,0,0,0,0,3.386386725364037E-4,0,6,1,0,1
Transportation_Study,265,hr0.6_cr0.6_tptrue_isfalse_ap0,851,365,365,851,6968,752,0.014428242517267844,0.1,0.18798515018562267,0,753,20,0,851
Transportation_Study,276,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.768189509306261E-4,0,6,1,0,2
Transportation_Study,269,hr0.6_cr0.6_tptrue_isfalse_ap0,0,225,225,0,779,67,0,0,0,0,506,0,0,0
Transportation_Study,267,hr0.6_cr0.6_tptrue_isfalse_ap0,230,365,365,230,8013,907,0.02510395810873248,0.03336653386454183,0,0,643,12,0,230
Transportation_Study,277,hr0.6_cr0.6_tptrue_isfalse_ap0,1,0,0,1,0,0,0,0,3.3840947546531303E-4,0,2,1,0,1
Transportation_Study,266,hr0.6_cr0.6_tptrue_isfalse_ap0,403,365,365,403,7631,871,0.028637413394919167,0.05906108026249369,0.033863867253640365,0,1266,28,1,402
Transportation_Study,279,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.856359273225917E-4,0,1,1,0,2
Transportation_Study,278,hr0.6_cr0.6_tptrue_isfalse_ap0,1,0,0,1,0,0,0,0,3.3840947546531303E-4,0,8,1,0,1
Transportation_Study,268,hr0.6_cr0.6_tptrue_isfalse_ap0,33,365,365,33,8825,977,0.0013776213072095515,0.009027081243731194,0.002027712064886786,0,647,10,0,33
Transportation_Study,270,hr0.6_cr0.6_tptrue_isfalse_ap0,594,365,365,594,7117,787,0.017884674683934627,0.0965133906013138,0.0953171703752906,0,533,18,0,594
Transportation_Study,280,hr0.6_cr0.6_tptrue_isfalse_ap0,1,0,0,1,0,0,0,0,3.3840947546531303E-4,0,2,1,0,1
Transportation_Study,281,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.768189509306261E-4,0,2,1,0,2
Transportation_Study,282,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.768189509306261E-4,0,7,2,0,2
Transportation_Study,272,hr0.6_cr0.6_tptrue_isfalse_ap0,189,365,365,189,7515,836,0.01432532347504621,0.04189686924493554,0.001688048615800135,0,627,18,0,189
Transportation_Study,271,hr0.6_cr0.6_tptrue_isfalse_ap0,563,365,365,563,6719,738,0.03204436912648282,0.10164424514200299,0.050299800133244504,0,896,31,2,561
Transportation_Study,273,hr0.6_cr0.6_tptrue_isfalse_ap0,790,365,365,790,5526,595,0.04211013419713096,0.02631578947368421,0.15736040609137056,0,622,17,0,790
Transportation_Study,283,hr0.6_cr0.6_tptrue_isfalse_ap0,1,0,0,1,0,0,0,0,3.418803418803419E-4,0,9,1,0,1
Transportation_Study,274,hr0.6_cr0.6_tptrue_isfalse_ap0,984,365,365,984,7091,779,0.07823810257200062,0.0931174089068826,0.09881556683587141,0,529,30,0,984
Transportation_Study,285,hr0.6_cr0.6_tptrue_isfalse_ap0,3,0,0,3,0,0,0,0,0.001013856032443393,0,1,2,0,3
Transportation_Study,284,hr0.6_cr0.6_tptrue_isfalse_ap0,3,0,0,3,0,0,0,0,9.963467286615742E-4,0,4,1,0,3
Transportation_Study,275,hr0.6_cr0.6_tptrue_isfalse_ap0,610,365,365,610,7820,866,0.023487872275099787,0.06983805668016195,0.10802573653911277,0,712,24,0,610
Transportation_Study,286,hr0.6_cr0.6_tptrue_isfalse_ap0,1,0,0,1,0,0,0,0,3.4153005464480874E-4,0,5,1,0,1
Transportation_Study,287,hr0.6_cr0.6_tptrue_isfalse_ap0,1,0,0,1,0,0,0,0,3.3840947546531303E-4,0,11,1,0,1
Transportation_Study,277,hr0.6_cr0.6_tptrue_isfalse_ap0,673,365,365,673,8214,896,0.012434755910346946,0.07772795216741404,0.14754653130287648,0,850,14,0,673
Transportation_Study,276,hr0.6_cr0.6_tptrue_isfalse_ap0,58,365,365,58,7666,888,0.008778684737409517,4.987531172069825E-4,0,0,2016,6,0,58
Transportation_Study,279,hr0.6_cr0.6_tptrue_isfalse_ap0,93,365,365,93,7481,822,0.0029271298721306425,0.03648175912043978,3.4281796366129587E-4,0,585,11,0,93
Transportation_Study,280,hr0.6_cr0.6_tptrue_isfalse_ap0,503,365,365,503,6437,678,0.00764525993883792,0.03934262948207171,0.12656514382402706,0,331,15,0,503
Transportation_Study,288,hr0.6_cr0.6_tptrue_isfalse_ap0,1,0,0,1,0,0,0,0,3.3818058843422386E-4,0,1,1,0,1
Transportation_Study,278,hr0.6_cr0.6_tptrue_isfalse_ap0,766,365,365,766,6565,766,0.032099523882660116,0.006060606060606061,0.1844331641285956,0,879,16,0,766
Transportation_Study,289,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.768189509306261E-4,0,1,1,0,2
Transportation_Study,281,hr0.6_cr0.6_tptrue_isfalse_ap0,687,365,365,687,5789,617,0.0368041711393958,0.02042850024912805,0.1373942470389171,0,479,19,0,687
Transportation_Study,290,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.653359946773121E-4,0,6,1,0,2
Transportation_Study,291,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.759040216289286E-4,0,1,1,0,2
Transportation_Study,292,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.752194463200541E-4,0,9,1,0,2
Transportation_Study,293,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.655574043261231E-4,0,5,1,0,2
Transportation_Study,282,hr0.6_cr0.6_tptrue_isfalse_ap0,953,365,365,953,6645,723,0.06153375172202663,0.07435129740518961,0.13604060913705585,0,1162,29,0,953
Transportation_Study,285,hr0.6_cr0.6_tptrue_isfalse_ap0,31,365,365,31,850,92,0.0047736372035725285,0,0,0,549,4,0,31
Transportation_Study,283,hr0.6_cr0.6_tptrue_isfalse_ap0,452,365,365,452,6892,758,0.02689411403104349,0.07071713147410359,0.046153846153846156,0,1007,27,2,450
Transportation_Study,294,hr0.6_cr0.6_tptrue_isfalse_ap0,4,0,0,4,0,0,0,0,0.0013418316001341832,0,3,1,0,4
Transportation_Study,295,hr0.6_cr0.6_tptrue_isfalse_ap0,4,0,0,4,0,0,0,0,0.0013518080432578573,0,0,1,0,4
Transportation_Study,284,hr0.6_cr0.6_tptrue_isfalse_ap0,37,365,365,37,9004,1056,0.003683806600153492,0.00499001996007984,9.963467286615742E-4,0,784,5,0,37
Transportation_Study,296,hr0.6_cr0.6_tptrue_isfalse_ap0,3,0,0,3,0,0,0,0,0.0010145417653026716,0,2,2,0,3
Transportation_Study,297,hr0.6_cr0.6_tptrue_isfalse_ap0,4,0,0,4,0,0,0,0,0.0013536379018612521,0,1,2,0,4
Transportation_Study,287,hr0.6_cr0.6_tptrue_isfalse_ap0,41,365,365,41,7191,798,0.005076923076923077,0.003036437246963563,6.768189509306261E-4,0,932,8,3,38
Transportation_Study,288,hr0.6_cr0.6_tptrue_isfalse_ap0,320,365,365,320,6117,626,0.008162636685661482,0.032418952618453865,0.06831247886371322,0,688,15,1,319
Transportation_Study,289,hr0.6_cr0.6_tptrue_isfalse_ap0,656,365,365,656,6256,700,0.03464203233256351,0.07306163021868788,0.09610829103214891,0,536,30,1,655
Transportation_Study,286,hr0.6_cr0.6_tptrue_isfalse_ap0,158,365,365,158,8059,879,0.010746085354620816,0.04332669322709164,3.4153005464480874E-4,0,1056,11,0,158
Transportation_Study,298,hr0.6_cr0.6_tptrue_isfalse_ap0,1,0,0,1,0,0,0,0,3.3840947546531303E-4,0,1,1,0,1
Transportation_Study,291,hr0.6_cr0.6_tptrue_isfalse_ap0,191,365,365,191,7054,797,0.010594196222938737,0.006986027944111776,0.03649881716796215,0,383,13,0,191
Transportation_Study,299,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.752194463200541E-4,0,7,1,0,2
Transportation_Study,300,hr0.6_cr0.6_tptrue_isfalse_ap0,1,0,0,1,0,0,0,0,3.386386725364037E-4,0,4,1,0,1
Transportation_Study,301,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.691201070592171E-4,0,69,1,0,2
Transportation_Study,290,hr0.6_cr0.6_tptrue_isfalse_ap0,0,365,365,0,900,99,0,0,0,0,1144,0,0,0
Transportation_Study,302,hr0.6_cr0.6_tptrue_isfalse_ap0,3,0,0,3,0,0,0,0,0.001012829169480081,0,97,2,0,3
Transportation_Study,293,hr0.6_cr0.6_tptrue_isfalse_ap0,92,365,365,92,8151,906,0.010424651234094742,0.011976047904191617,0,0,699,17,0,92
Transportation_Study,303,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.600660066006601E-4,0,27,1,0,2
Transportation_Study,295,hr0.6_cr0.6_tptrue_isfalse_ap0,1082,365,365,1082,6352,677,0.09201602959309495,0.05513784461152882,0.12673200405542412,0,463,26,0,1082
Transportation_Study,294,hr0.6_cr0.6_tptrue_isfalse_ap0,150,365,365,150,7614,865,0.011076923076923076,0.03844208396560445,6.709158000670916E-4,0,621,12,0,150
Transportation_Study,304,hr0.6_cr0.6_tptrue_isfalse_ap0,1,0,0,1,0,0,0,0,3.386386725364037E-4,0,58,1,0,1
Transportation_Study,296,hr0.6_cr0.6_tptrue_isfalse_ap0,730,365,365,730,5758,594,0.02993365221416448,0.032388663967611336,0.15962123774095366,0,458,19,0,730
Transportation_Study,305,hr0.6_cr0.6_tptrue_isfalse_ap0,1,0,0,1,0,0,0,0,3.362474781439139E-4,0,56,1,0,1
Transportation_Study,292,hr0.6_cr0.6_tptrue_isfalse_ap0,248,365,365,248,7779,855,0.022027110289587183,0.046724225495175215,0.004388926401080351,0,1865,24,0,248
Transportation_Study,306,hr0.6_cr0.6_tptrue_isfalse_ap0,3,0,0,3,0,0,0,0,0.0010166045408336157,0,58,2,0,3
Transportation_Study,307,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.768189509306261E-4,0,71,1,0,2
Transportation_Study,308,hr0.6_cr0.6_tptrue_isfalse_ap0,3,0,0,3,0,0,0,0,0.0010152284263959391,0,35,2,0,3
Transportation_Study,297,hr0.6_cr0.6_tptrue_isfalse_ap0,1577,365,365,1577,4681,503,0.11938008286021175,0.04244567963617989,0.24196277495769883,0,819,35,7,1570
Transportation_Study,298,hr0.6_cr0.6_tptrue_isfalse_ap0,601,365,365,601,7180,827,0.04668304668304668,0.05060728744939271,0.06666666666666667,0,541,22,0,601
Transportation_Study,309,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.71591672263264E-4,0,127,1,0,2
Transportation_Study,310,hr0.6_cr0.6_tptrue_isfalse_ap0,1,0,0,1,0,0,0,0,3.386386725364037E-4,0,46,1,0,1
Transportation_Study,300,hr0.6_cr0.6_tptrue_isfalse_ap0,85,365,365,85,8144,984,0.009726725335803613,0.010978043912175649,0,0,957,14,0,85
Transportation_Study,299,hr0.6_cr0.6_tptrue_isfalse_ap0,16,365,365,16,8265,955,0.0016742770167427702,0,0.001688048615800135,0,1199,2,0,16
Transportation_Study,311,hr0.6_cr0.6_tptrue_isfalse_ap0,1,0,0,1,0,0,0,0,3.3760972316002703E-4,0,76,1,0,1
Transportation_Study,312,hr0.6_cr0.6_tptrue_isfalse_ap0,3,0,0,3,0,0,0,0,0.001013856032443393,0,112,1,0,3
Transportation_Study,302,hr0.6_cr0.6_tptrue_isfalse_ap0,0,222,222,0,781,77,0,0,0,0,2742,0,0,0
Transportation_Study,313,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.657789613848203E-4,0,61,1,0,2
Transportation_Study,303,hr0.6_cr0.6_tptrue_isfalse_ap0,136,365,365,136,7969,875,0.011183597390493943,0.03188259109311741,3.3003300330033004E-4,0,1621,20,0,136
Transportation_Study,314,hr0.6_cr0.6_tptrue_isfalse_ap0,4,0,0,4,0,0,0,0,0.0013679890560875513,0,59,2,0,4
Transportation_Study,305,hr0.6_cr0.6_tptrue_isfalse_ap0,184,365,365,184,8253,903,0.008687558175612783,0.014536340852130326,0.03328850033624748,0,2054,16,0,184
Transportation_Study,306,hr0.6_cr0.6_tptrue_isfalse_ap0,485,365,365,485,7267,827,0.06605080831408776,0.027404085700049825,3.3886818027787193E-4,0,2105,20,0,485
Transportation_Study,307,hr0.6_cr0.6_tptrue_isfalse_ap0,20,365,365,20,7057,789,0.0015351550506601166,0.00354251012145749,0.0010152284263959391,0,2195,8,0,20
Transportation_Study,308,hr0.6_cr0.6_tptrue_isfalse_ap0,984,365,365,984,5289,567,0.09702179920171937,0.01347305389221557,0.10998307952622674,0,1543,22,0,984
Transportation_Study,315,hr0.6_cr0.6_tptrue_isfalse_ap0,2,0,0,2,0,0,0,0,6.759040216289286E-4,0,132,1,0,2
