tick,total_infected,total_recovered,total_dead,total_healthy,hot_region_infected,cold_region_infected,moderate_region_infected,airport_usage,port_usage,num_isolated_countries,num_affected_countries,most_affected_country,most_deaths_country,hot_region_transmission_rate,cold_region_transmission_rate,moderate_region_transmission_rate,cross_border_infections,within_country_infections
0,3,0,0,11398,0,0,3,11,83,0,1,Romania,,0,0,0.0010166045408336157,0,3
1,4,0,0,11397,0,0,4,17,115,0,1,Romania,,0,0,0.0013554727211114877,0,4
2,11,0,0,11390,0,0,11,20,132,0,1,Romania,,0,0,0.003727549983056591,0,11
3,16,0,0,11385,0,0,16,21,142,0,3,Romania,,0,0,0.005421890884445951,0,16
4,24,0,0,11377,0,1,23,22,154,0,4,Romania,,0,5.060728744939271E-4,0.007793968146391054,0,24
5,26,0,0,11375,0,1,25,24,166,0,4,Romania,,0,5.060728744939271E-4,0.008471704506946797,0,26
6,26,0,0,11375,0,1,25,26,179,0,4,Romania,,0,5.060728744939271E-4,0.008471704506946797,0,26
7,27,0,0,11374,0,1,26,26,190,0,4,Romania,,0,5.060728744939271E-4,0.00881057268722467,0,27
8,33,0,0,11368,0,3,30,29,199,0,4,Romania,,0,0.0015182186234817814,0.010166045408336157,0,33
9,40,0,0,11361,0,6,34,30,210,0,5,Romania,,0,0.003036437246963563,0.011521518129447645,0,40
10,46,0,0,11355,0,6,40,34,234,0,7,Romania,,0,0.003036437246963563,0.013554727211114876,0,46
11,55,0,0,11346,0,7,48,38,258,0,7,Romania,,0,0.00354251012145749,0.01626567265333785,0,55
12,63,0,0,11338,0,8,55,42,279,0,7,Romania,,0,0.004048582995951417,0.018637749915282956,0,63
13,67,0,0,11334,0,9,58,44,289,0,7,Romania,,0,0.004554655870445344,0.01965435445611657,0,67
14,71,0,0,11330,0,10,61,47,299,0,10,Romania,,0,0.005060728744939271,0.020670958996950185,0,71
15,82,0,0,11319,0,13,69,47,313,0,11,Romania,,0,0.006578947368421052,0.02338190443917316,0,82
16,86,0,0,11315,0,14,72,49,322,0,11,Romania,,0,0.00708502024291498,0.024398508980006776,0,86
17,90,0,0,11311,0,14,76,51,336,0,11,Romania,,0,0.00708502024291498,0.025753981701118266,0,90
18,98,0,0,11303,0,16,82,52,345,0,13,Romania,,0,0.008097165991902834,0.027787190782785496,0,98
19,107,0,0,11294,0,17,90,54,355,0,14,Romania,,0,0.00860323886639676,0.030498136225008472,0,107
20,116,0,0,11285,0,17,99,55,370,0,14,Romania,,0,0.00860323886639676,0.03354794984750932,0,116
21,126,0,0,11275,0,17,109,56,394,0,14,Poland,,0,0.00860323886639676,0.036936631650288036,0,126
22,135,1,1,11264,0,18,117,59,415,0,14,Poland,Hungary,0,0.009109311740890687,0.039647577092511016,0,135
23,142,4,1,11254,0,19,123,60,433,0,15,Poland,Hungary,0,0.009615384615384616,0.041680786174178246,0,142
24,153,4,1,11243,0,19,134,61,442,0,16,Poland,Hungary,0,0.009615384615384616,0.04540833615723484,0,153
25,162,4,1,11234,0,19,143,61,455,0,17,Poland,Hungary,0,0.009615384615384616,0.048458149779735685,0,162
26,168,5,1,11227,0,19,149,62,470,0,18,Poland,Hungary,0,0.009615384615384616,0.050491358861402914,0,168
27,169,9,1,11222,0,18,151,65,483,0,18,Poland,Hungary,0,0.009109311740890687,0.05116909522195866,0,169
28,181,11,1,11208,0,19,162,66,494,0,18,Poland,Hungary,0,0.009615384615384616,0.05489664520501525,0,181
29,193,12,1,11195,0,19,174,67,508,0,18,Poland,Hungary,0,0.009615384615384616,0.058963063368349715,0,193
30,203,16,1,11181,0,18,185,68,521,0,18,Poland,Hungary,0,0.009109311740890687,0.0626906133514063,0,203
31,218,17,1,11165,1,17,200,71,536,0,20,Poland,Hungary,1.5446400988569664E-4,0.00860323886639676,0.06777363605557438,0,218
32,228,23,1,11149,2,16,210,73,554,0,20,Poland,Hungary,3.0892801977139327E-4,0.008097165991902834,0.0711623178583531,0,228
33,241,30,1,11129,4,16,221,77,570,0,21,Germany,Hungary,6.178560395427865E-4,0.008097165991902834,0.07488986784140969,0,241
34,248,32,2,11119,4,15,229,81,579,0,21,Germany,Romania,6.178560395427865E-4,0.0075910931174089065,0.07760081328363266,0,248
35,257,35,3,11106,4,15,238,81,588,0,21,Germany,Poland,6.178560395427865E-4,0.0075910931174089065,0.08065062690613352,0,257
36,269,35,3,11094,5,15,249,81,607,0,22,Germany,Romania,7.723200494284832E-4,0.0075910931174089065,0.08437817688919011,0,269
37,285,35,3,11078,9,15,261,81,623,0,22,Germany,Poland,0.0013901760889712697,0.0075910931174089065,0.08844459505252457,0,285
38,291,43,3,11064,11,13,267,82,642,0,22,Germany,Poland,0.001699104108742663,0.006578947368421052,0.0904778041341918,0,291
39,304,48,3,11046,14,11,279,84,654,0,21,Germany,Poland,0.002162496138399753,0.005566801619433198,0.09454422229752626,0,304
40,305,55,5,11036,14,10,281,89,672,0,23,Germany,Romania,0.002162496138399753,0.005060728744939271,0.095221958658082,0,305
41,306,60,7,11028,15,9,282,92,689,0,25,Germany,Romania,0.0023169601482854493,0.004554655870445344,0.09556082683835988,0,306
42,314,67,7,11013,16,9,289,93,701,0,25,Germany,Romania,0.002471424158171146,0.004554655870445344,0.09793290410030499,0,314
43,331,73,7,10990,21,9,301,94,716,0,25,Germany,Romania,0.003243744207599629,0.004554655870445344,0.10199932226363945,0,331
44,343,79,8,10971,24,8,311,97,728,0,24,Germany,Poland,0.0037071362372567192,0.004048582995951417,0.10538800406641817,0,343
45,350,84,10,10957,27,8,315,103,738,0,25,Germany,Poland,0.004170528266913809,0.004048582995951417,0.10674347678752966,0,350
46,361,86,11,10943,33,7,321,106,748,0,26,Germany,Poland,0.005097312326227989,0.00354251012145749,0.10877668586919688,0,361
47,363,95,11,10932,35,7,321,107,762,0,26,Germany,Poland,0.0054062403459993824,0.00354251012145749,0.10877668586919688,0,363
48,364,99,11,10927,36,7,321,109,781,0,26,Germany,Poland,0.005560704355885079,0.00354251012145749,0.10877668586919688,0,364
49,364,105,12,10920,38,7,319,113,793,0,26,Germany,Poland,0.005869632375656472,0.00354251012145749,0.10809894950864114,0,364
50,361,111,14,10915,41,8,312,113,804,0,25,Germany,Poland,0.006333024405313562,0.004048582995951417,0.10572687224669604,0,361
51,359,121,14,10907,41,9,309,116,812,0,25,Germany,Poland,0.006333024405313562,0.004554655870445344,0.10471026770586242,0,359
52,356,131,15,10899,46,8,302,117,825,0,25,Germany,Poland,0.007105344454742045,0.004048582995951417,0.10233819044391732,1,355
53,356,137,16,10892,50,6,300,118,832,0,25,Germany,Poland,0.007723200494284831,0.003036437246963563,0.10166045408336158,1,355
54,347,150,17,10887,51,6,290,122,843,0,24,Germany,Poland,0.007877664504170528,0.003036437246963563,0.09827177228058286,1,346
55,338,163,17,10883,51,6,281,126,863,0,23,Germany,Poland,0.007877664504170528,0.003036437246963563,0.095221958658082,1,337
56,332,175,17,10877,51,4,277,129,876,0,22,Germany,Poland,0.007877664504170528,0.0020242914979757085,0.09386648593697051,1,331
57,326,185,18,10872,50,5,271,132,898,0,23,Germany,Poland,0.007723200494284831,0.0025303643724696357,0.09183327685530329,2,324
58,325,193,19,10864,49,7,269,133,914,0,23,Germany,Poland,0.007568736484399135,0.00354251012145749,0.09115554049474754,4,321
59,318,203,19,10861,51,8,259,134,928,0,23,Germany,Poland,0.007877664504170528,0.004048582995951417,0.08776685869196882,4,314
60,309,215,20,10857,50,8,251,135,941,0,23,Germany,Poland,0.007723200494284831,0.004048582995951417,0.08505591324974585,4,305
61,303,226,21,10851,54,8,241,135,948,0,23,Germany,Poland,0.008341056533827619,0.004048582995951417,0.08166723144696712,4,299
62,293,241,24,10843,55,8,230,137,963,0,23,Germany,Germany,0.008495520543713315,0.004048582995951417,0.07793968146391055,5,288
63,281,257,25,10838,55,9,217,137,972,0,22,Germany,Germany,0.008495520543713315,0.004554655870445344,0.0735343951202982,5,276
64,274,270,27,10830,57,9,208,139,983,0,22,France,Germany,0.008804448563484708,0.004554655870445344,0.07048458149779736,4,270
65,262,288,28,10823,58,10,194,140,999,0,22,France,Germany,0.008958912573370404,0.005060728744939271,0.06574042697390715,3,259
66,259,298,29,10815,60,12,187,141,1007,0,21,France,Germany,0.009267840593141797,0.006072874493927126,0.06336834971196205,2,257
