tick,total_infected,total_recovered,total_dead,total_healthy,hot_region_infected,cold_region_infected,moderate_region_infected,airport_usage,port_usage,num_isolated_countries,num_affected_countries,most_affected_country,most_deaths_country,hot_region_transmission_rate,cold_region_transmission_rate,moderate_region_transmission_rate,cross_border_infections,within_country_infections
0,1,0,0,11455,0,0,1,0,0,0,1,Romania,,0,0,3.3444816053511704E-4,0,1
1,2,0,0,11454,0,0,2,0,0,0,1,Romania,,0,0,6.688963210702341E-4,0,2
2,2,0,0,11454,0,0,2,0,0,0,1,Romania,,0,0,6.688963210702341E-4,0,2
3,3,0,0,11453,0,0,3,0,0,0,1,Romania,,0,0,0.001003344481605351,0,3
4,3,0,0,11453,0,0,3,0,0,0,1,Romania,,0,0,0.001003344481605351,0,3
5,5,0,0,11451,0,0,5,0,0,0,2,Romania,,0,0,0.0016722408026755853,0,5
6,10,0,0,11446,0,0,10,0,0,0,2,Romania,,0,0,0.0033444816053511705,0,10
7,11,0,0,11445,0,0,11,0,0,0,2,Romania,,0,0,0.0036789297658862876,0,11
8,13,0,0,11443,0,0,13,0,0,0,3,Romania,,0,0,0.004347826086956522,0,13
9,15,0,0,11441,0,0,15,0,0,0,3,Romania,,0,0,0.005016722408026756,0,15
10,18,0,0,11438,0,0,18,0,0,0,3,Romania,,0,0,0.006020066889632107,0,18
11,19,0,0,11437,0,0,19,0,0,0,3,Romania,,0,0,0.006354515050167224,0,19
12,20,0,0,11436,0,0,20,0,0,0,3,Romania,,0,0,0.006688963210702341,0,20
13,21,0,0,11435,0,0,21,0,0,0,3,Romania,,0,0,0.0070234113712374585,0,21
14,26,0,0,11430,0,0,26,0,0,0,4,Romania,,0,0,0.008695652173913044,0,26
15,29,0,0,11427,0,0,29,0,0,0,4,Romania,,0,0,0.009698996655518394,0,29
16,34,0,0,11422,0,0,34,0,0,0,4,Romania,,0,0,0.01137123745819398,0,34
17,36,0,0,11420,0,0,36,0,0,0,4,Romania,,0,0,0.012040133779264214,0,36
18,39,0,0,11417,0,0,39,0,0,0,4,Romania,,0,0,0.013043478260869565,0,39
19,40,0,0,11416,0,0,40,0,0,0,4,Romania,,0,0,0.013377926421404682,0,40
20,43,0,0,11413,0,0,43,0,0,0,5,Romania,,0,0,0.014381270903010033,0,43
21,46,0,0,11410,0,0,46,0,0,0,5,Romania,,0,0,0.015384615384615385,0,46
22,53,0,0,11403,0,0,53,0,0,0,5,Romania,,0,0,0.017725752508361205,0,53
23,57,0,0,11399,0,0,57,0,0,0,5,Romania,,0,0,0.01906354515050167,0,57
24,63,0,0,11393,0,2,61,0,0,0,6,Romania,,0,0.001010611419909045,0.02040133779264214,0,63
25,70,3,0,11383,0,2,68,0,0,0,7,Romania,,0,0.001010611419909045,0.02274247491638796,0,70
26,72,4,0,11380,0,3,69,0,0,0,8,Romania,,0,0.0015159171298635675,0.023076923076923078,0,72
27,77,5,0,11374,0,4,73,0,0,0,8,Ukraine,,0,0.00202122283981809,0.024414715719063545,0,77
28,82,7,0,11367,0,4,78,0,0,0,9,Ukraine,,0,0.00202122283981809,0.02608695652173913,0,82
29,85,8,0,11363,0,4,81,0,0,0,9,Ukraine,,0,0.00202122283981809,0.02709030100334448,0,85
30,91,10,0,11355,0,5,86,0,0,0,9,Ukraine,,0,0.0025265285497726125,0.028762541806020066,0,91
31,103,10,0,11343,2,5,96,0,0,0,11,Ukraine,,3.083089255433945E-4,0.0025265285497726125,0.032107023411371234,0,103
32,108,10,0,11338,2,5,101,0,0,0,11,Ukraine,,3.083089255433945E-4,0.0025265285497726125,0.033779264214046825,0,108
33,114,11,0,11331,4,6,104,0,0,0,12,Ukraine,,6.16617851086789E-4,0.003031834259727135,0.034782608695652174,0,114
34,118,12,0,11326,6,6,106,0,0,0,12,Ukraine,,9.249267766301834E-4,0.003031834259727135,0.03545150501672241,0,118
35,124,14,0,11318,8,6,110,0,0,0,13,Ukraine,,0.001233235702173578,0.003031834259727135,0.03678929765886288,0,124
36,126,17,0,11313,11,6,109,0,0,0,13,Ukraine,,0.0016956990904886697,0.003031834259727135,0.03645484949832776,0,126
37,133,20,0,11303,15,7,111,0,0,0,14,Ukraine,,0.0023123169415754587,0.0035371399696816574,0.037123745819397994,0,133
38,136,23,0,11297,19,7,110,0,0,0,14,Ukraine,,0.0029289347926622477,0.0035371399696816574,0.03678929765886288,0,136
39,143,25,0,11288,25,7,111,0,0,0,14,Ukraine,,0.003853861569292431,0.0035371399696816574,0.037123745819397994,0,143
40,149,26,0,11281,27,8,114,0,0,0,15,Ukraine,,0.004162170494835826,0.00404244567963618,0.03812709030100334,0,149
41,160,27,0,11269,32,8,120,0,0,0,15,Ukraine,,0.004932942808694312,0.00404244567963618,0.04013377926421405,0,160
42,162,28,0,11266,32,8,122,0,0,0,15,Ukraine,,0.004932942808694312,0.00404244567963618,0.04080267558528428,0,162
43,167,29,0,11260,34,8,125,0,0,0,15,Ukraine,,0.005241251734237706,0.00404244567963618,0.04180602006688963,0,167
44,171,32,0,11253,34,8,129,0,0,0,15,Ukraine,,0.005241251734237706,0.00404244567963618,0.0431438127090301,0,171
45,177,34,0,11245,34,9,134,0,0,0,15,Ukraine,,0.005241251734237706,0.004547751389590703,0.044816053511705686,0,177
46,180,40,0,11236,35,9,136,0,0,0,15,Ukraine,,0.005395406197009404,0.004547751389590703,0.04548494983277592,0,180
47,188,41,0,11227,36,10,142,0,0,0,15,Ukraine,,0.005549560659781101,0.005053057099545225,0.04749163879598662,0,188
48,191,43,0,11222,37,11,143,0,0,0,15,Ukraine,,0.005703715122552798,0.0055583628094997475,0.04782608695652174,0,191
49,193,49,0,11214,38,13,142,0,0,0,17,Ukraine,,0.005857869585324495,0.006568974229408792,0.04749163879598662,0,193
50,193,54,0,11209,39,13,141,0,0,0,17,Ukraine,,0.006012024048096192,0.006568974229408792,0.047157190635451506,0,193
51,197,57,0,11202,40,14,143,0,0,0,17,Ukraine,,0.006166178510867889,0.007074279939363315,0.04782608695652174,0,197
