tick,total_infected,total_recovered,total_dead,total_healthy,hot_region_infected,cold_region_infected,moderate_region_infected,airport_usage,port_usage,num_isolated_countries,num_affected_countries,most_affected_country,most_deaths_country,hot_region_transmission_rate,cold_region_transmission_rate,moderate_region_transmission_rate,cross_border_infections,within_country_infections
0,1,0,0,11504,0,0,1,0,4,0,1,Romania,,0,0,3.333333333333333E-4,0,1
1,2,0,0,11503,0,0,2,0,6,0,1,Romania,,0,0,6.666666666666666E-4,0,2
2,4,0,0,11501,0,0,4,1,12,0,1,Romania,,0,0,0.0013333333333333333,0,4
3,5,0,0,11500,0,0,5,1,16,0,1,Romania,,0,0,0.0016666666666666668,0,5
4,5,0,0,11500,0,0,5,3,20,0,1,Romania,,0,0,0.0016666666666666668,0,5
5,6,0,0,11499,0,0,6,4,25,0,1,Romania,,0,0,0.002,0,6
6,7,0,0,11498,0,0,7,5,28,0,1,Romania,,0,0,0.0023333333333333335,0,7
7,9,0,0,11496,0,0,9,5,31,0,1,Romania,,0,0,0.003,0,9
8,13,0,0,11492,0,0,13,5,33,0,1,Romania,,0,0,0.004333333333333333,0,13
9,18,0,0,11487,0,0,18,5,38,0,1,Romania,,0,0,0.006,0,18
10,20,0,0,11485,0,0,20,5,38,0,1,Romania,,0,0,0.006666666666666667,0,20
11,22,0,0,11483,0,0,22,5,40,0,1,Romania,,0,0,0.007333333333333333,0,22
12,23,0,0,11482,0,0,23,5,44,0,2,Romania,,0,0,0.007666666666666666,0,23
13,28,0,0,11477,0,0,28,5,48,0,3,Romania,,0,0,0.009333333333333334,0,28
14,29,0,0,11476,0,0,29,6,51,0,3,Romania,,0,0,0.009666666666666667,0,29
15,32,0,0,11473,0,0,32,6,56,0,4,Romania,,0,0,0.010666666666666666,0,32
16,39,0,0,11466,0,0,39,6,57,0,5,Romania,,0,0,0.013,0,39
17,44,0,0,11461,0,1,43,6,61,0,6,Romania,,0,4.985044865403788E-4,0.014333333333333333,0,44
18,48,0,0,11457,0,1,47,6,61,0,6,Romania,,0,4.985044865403788E-4,0.015666666666666666,0,48
19,50,1,0,11454,0,1,49,6,64,0,6,Romania,,0,4.985044865403788E-4,0.01633333333333333,0,50
20,52,1,0,11452,0,1,51,6,69,0,6,Romania,,0,4.985044865403788E-4,0.017,0,52
21,53,1,0,11451,0,1,52,6,70,0,6,Romania,,0,4.985044865403788E-4,0.017333333333333333,0,53
22,54,2,0,11449,0,2,52,6,75,0,6,Romania,,0,9.970089730807576E-4,0.017333333333333333,0,54
23,55,2,0,11448,0,3,52,6,75,0,7,Romania,,0,0.0014955134596211367,0.017333333333333333,0,55
24,59,2,0,11444,0,5,54,7,79,0,7,Romania,,0,0.0024925224327018943,0.018,0,59
