tick,total_infected,total_recovered,total_dead,total_healthy,hot_region_infected,cold_region_infected,moderate_region_infected,airport_usage,port_usage,num_isolated_countries,num_affected_countries,most_affected_country,most_deaths_country,hot_region_transmission_rate,cold_region_transmission_rate,moderate_region_transmission_rate,cross_border_infections,within_country_infections
0,5,0,0,11620,0,0,5,17,59,0,1,Romania,,0,0,0.0016897600540723217,0,5
1,9,0,0,11616,0,0,9,33,92,0,1,Romania,,0,0,0.003041568097330179,0,9
2,9,0,0,11616,0,0,9,40,106,0,1,Romania,,0,0,0.003041568097330179,0,9
3,11,0,0,11614,0,0,11,41,118,0,1,Romania,,0,0,0.0037174721189591076,0,11
4,14,0,0,11611,0,0,14,41,126,0,1,Romania,,0,0,0.004731328151402501,0,14
5,16,0,0,11609,0,0,16,44,132,0,2,Romania,,0,0,0.005407232173031429,0,16
6,18,0,0,11607,0,0,18,45,136,0,2,Romania,,0,0,0.006083136194660358,0,18
7,20,0,0,11605,0,2,18,46,144,0,3,Romania,,0,9.203865623561896E-4,0.006083136194660358,0,20
8,26,0,0,11599,0,4,22,47,149,0,5,Romania,,0,0.0018407731247123793,0.007434944237918215,0,26
9,34,0,0,11591,0,5,29,48,158,0,6,Romania,,0,0.002300966405890474,0.009800608313619466,0,34
10,41,0,0,11584,0,5,36,50,172,0,7,Romania,,0,0.002300966405890474,0.012166272389320717,0,41
11,48,0,0,11577,0,5,43,57,194,0,7,Romania,,0,0.002300966405890474,0.014531936465021968,0,48
12,56,0,0,11569,0,5,51,60,220,0,7,Romania,,0,0.002300966405890474,0.01723555255153768,0,56
13,66,0,0,11559,0,6,60,61,231,0,7,Romania,,0,0.0027611596870685687,0.02027712064886786,0,66
14,76,0,0,11549,0,8,68,64,238,0,8,Poland,,0,0.0036815462494247586,0.022980736735383575,0,76
15,90,0,0,11535,0,9,81,72,245,0,9,Poland,,0,0.0041417395306028535,0.027374112875971614,0,90
16,98,0,0,11527,0,10,88,74,252,0,9,Poland,,0,0.004601932811780948,0.02973977695167286,0,98
17,111,0,0,11514,0,10,101,78,259,0,9,Poland,,0,0.004601932811780948,0.0341331530922609,0,111
18,122,0,0,11503,0,11,111,78,270,0,10,Poland,,0,0.0050621260929590425,0.03751267320040554,0,122
19,127,2,0,11496,0,13,114,80,278,0,11,Poland,,0,0.005982512655315232,0.03852652923284894,0,127
20,128,3,0,11494,0,13,115,82,291,0,11,Poland,,0,0.005982512655315232,0.0388644812436634,0,128
21,134,3,0,11488,0,14,120,84,300,0,12,Poland,,0,0.006442705936493327,0.04055424129773572,0,134
22,140,3,0,11482,0,15,125,91,307,0,13,Poland,,0,0.006902899217671422,0.042244001351808044,0,140
23,147,3,0,11475,0,16,131,96,316,0,13,Poland,,0,0.007363092498849517,0.04427171341669483,0,147
24,149,4,0,11472,0,16,133,98,323,0,14,Poland,,0,0.007363092498849517,0.04494761743832376,0,149
25,154,4,0,11467,0,16,138,103,326,0,14,Poland,,0,0.007363092498849517,0.04663737749239608,0,154
26,156,7,0,11462,0,16,140,107,336,0,14,Poland,,0,0.007363092498849517,0.04731328151402501,0,156
27,160,9,0,11456,2,15,143,110,343,0,16,Poland,,3.0802402587401816E-4,0.006902899217671422,0.048327137546468404,0,160
28,166,9,0,11450,2,17,147,115,351,0,17,Poland,,3.0802402587401816E-4,0.007823285780027611,0.049678945589726256,0,166
29,175,9,0,11441,2,20,153,117,357,0,17,Poland,,3.0802402587401816E-4,0.009203865623561895,0.05170665765461305,0,175
30,176,12,0,11437,2,21,153,119,365,0,17,Poland,,3.0802402587401816E-4,0.009664058904739991,0.05170665765461305,0,176
31,183,13,0,11429,2,26,155,121,376,0,17,Poland,,3.0802402587401816E-4,0.011965025310630465,0.05238256167624197,0,183
32,197,13,0,11415,2,31,164,124,383,0,17,Poland,,3.0802402587401816E-4,0.014265991716520939,0.05542412977357215,0,197
33,206,15,0,11404,3,31,172,129,392,0,17,Poland,,4.6203603881102723E-4,0.014265991716520939,0.05812774586008787,1,205
34,220,16,0,11389,3,35,182,132,397,0,18,Poland,,4.6203603881102723E-4,0.016106764841233318,0.06150726596823251,2,218
35,225,23,2,11375,3,35,187,134,407,0,18,Poland,Romania,4.6203603881102723E-4,0.016106764841233318,0.06319702602230483,2,223
36,223,29,2,11371,4,32,187,136,414,0,18,Poland,Romania,6.160480517480363E-4,0.014726184997699034,0.06319702602230483,1,222
37,231,34,2,11358,6,31,194,139,422,0,19,Poland,Romania,9.240720776220545E-4,0.014265991716520939,0.06556269009800608,1,230
38,247,36,2,11340,7,34,206,144,431,0,20,Germany,Romania,0.0010780840905590637,0.015646571560055222,0.06961811422777965,2,245
39,255,40,2,11328,7,35,213,145,438,0,21,Germany,Hungary,0.0010780840905590637,0.016106764841233318,0.0719837783034809,2,253
40,262,48,2,11313,11,38,213,146,447,0,22,Germany,Romania,0.0016941321423071,0.017487344684767602,0.0719837783034809,2,260
41,267,55,2,11301,14,39,214,149,451,0,22,Germany,Romania,0.0021561681811181274,0.017947537965945698,0.07232173031429537,2,265
42,271,64,3,11287,19,41,211,153,460,0,23,Germany,Hungary,0.002926228245803173,0.018867924528301886,0.07130787428185198,4,267
43,280,65,4,11276,23,43,214,155,472,0,23,Germany,Hungary,0.003542276297551209,0.019788311090658078,0.07232173031429537,4,276
44,287,68,4,11266,28,43,216,157,485,0,24,Germany,Hungary,0.004312336362236255,0.019788311090658078,0.0729976343359243,4,283
45,294,72,5,11254,33,44,217,159,492,0,25,Germany,Hungary,0.0050823964269213,0.02024850437183617,0.07333558634673876,5,289
46,296,80,7,11242,37,48,211,163,498,0,28,Germany,Poland,0.005698444478669336,0.02208927749654855,0.07130787428185198,6,290
47,309,84,7,11225,43,51,215,168,506,0,29,Germany,Poland,0.006622516556291391,0.023469857340082834,0.07265968232510983,8,301
