tick,total_infected,total_recovered,total_dead,total_healthy,hot_region_infected,cold_region_infected,moderate_region_infected,airport_usage,port_usage,num_isolated_countries,num_affected_countries,most_affected_country,most_deaths_country,hot_region_transmission_rate,cold_region_transmission_rate,moderate_region_transmission_rate,cross_border_infections,within_country_infections
0,2,0,0,11448,0,0,2,12,0,0,1,Romania,,0,0,6.759040216289286E-4,0,2
1,4,0,0,11446,0,0,4,18,0,0,1,Romania,,0,0,0.0013518080432578573,0,4
2,7,0,0,11443,0,0,7,23,0,0,2,Romania,,0,0,0.0023656640757012504,0,7
3,11,0,0,11439,0,0,11,28,0,0,2,Romania,,0,0,0.0037174721189591076,0,11
4,14,0,0,11436,0,0,14,39,0,0,2,Romania,,0,0,0.004731328151402501,0,14
5,17,0,0,11433,0,0,17,51,0,0,2,Romania,,0,0,0.005745184183845894,0,17
6,19,0,0,11431,0,0,19,56,0,0,2,Romania,,0,0,0.006421088205474822,0,19
7,20,0,0,11430,0,0,20,65,0,0,2,Romania,,0,0,0.006759040216289287,0,20
8,20,0,0,11430,0,0,20,68,0,0,2,Romania,,0,0,0.006759040216289287,0,20
9,20,0,0,11430,0,0,20,76,0,0,2,Romania,,0,0,0.006759040216289287,0,20
10,20,0,0,11430,0,0,20,83,0,0,2,Romania,,0,0,0.006759040216289287,0,20
11,22,0,0,11428,0,0,22,95,0,0,2,Romania,,0,0,0.007434944237918215,0,22
12,25,0,0,11425,0,0,25,100,0,0,3,Romania,,0,0,0.00844880027036161,0,25
13,28,0,0,11422,0,0,28,107,1,0,4,Romania,,0,0,0.009462656302805001,0,28
14,29,0,0,11421,0,0,29,110,1,0,4,Romania,,0,0,0.009800608313619466,0,29
15,32,0,0,11418,0,0,32,113,1,0,4,Romania,,0,0,0.010814464346062858,0,32
16,35,0,0,11415,0,0,35,119,1,0,4,Romania,,0,0,0.011828320378506252,0,35
17,37,0,0,11413,0,0,37,126,1,0,4,Romania,,0,0,0.012504224400135181,0,37
18,41,0,0,11409,0,1,40,128,1,0,5,Romania,,0,5.053057099545225E-4,0.013518080432578574,0,41
19,43,0,0,11407,0,2,41,134,1,0,5,Romania,,0,0.001010611419909045,0.013856032443393038,0,43
20,45,0,0,11405,0,2,43,144,2,0,6,Romania,,0,0.001010611419909045,0.014531936465021968,0,45
21,48,1,0,11401,0,3,45,155,2,0,6,Romania,,0,0.0015159171298635675,0.015207840486650895,0,48
22,50,1,0,11399,0,4,46,163,2,0,6,Romania,,0,0.00202122283981809,0.01554579249746536,0,50
23,55,2,0,11393,0,6,49,172,2,0,6,Romania,,0,0.003031834259727135,0.016559648529908752,0,55
24,64,3,0,11383,0,10,54,183,2,0,6,Romania,,0,0.005053057099545225,0.018249408583981074,0,64
25,71,3,0,11376,0,14,57,188,2,0,7,Romania,,0,0.007074279939363315,0.01926326461642447,0,71
26,76,4,0,11370,0,17,59,195,2,0,7,Romania,,0,0.008590197069226882,0.019939168638053395,0,76
27,81,4,0,11365,0,19,62,200,2,0,8,Romania,,0,0.009600808489135927,0.02095302467049679,0,81
28,85,5,0,11360,0,23,62,201,2,0,8,Romania,,0,0.011622031328954016,0.02095302467049679,0,85
29,90,5,0,11355,0,23,67,205,2,0,8,Romania,,0,0.011622031328954016,0.022642784724569112,0,90
30,95,6,0,11349,0,28,67,209,2,0,8,Romania,,0,0.01414855987872663,0.022642784724569112,0,95
31,100,6,0,11344,0,30,70,215,2,0,8,Ukraine,,0,0.015159171298635674,0.023656640757012504,0,100
32,106,7,0,11337,0,35,71,224,2,0,8,Turkey,,0,0.017685699848408287,0.023994592767826967,0,106
33,112,9,0,11329,1,38,73,232,2,0,9,Turkey,,1.5356265356265356E-4,0.019201616978271854,0.024670496789455897,0,112
34,115,9,0,11326,2,40,73,242,2,0,9,Turkey,,3.071253071253071E-4,0.0202122283981809,0.024670496789455897,0,115
35,118,9,0,11323,2,43,73,252,2,0,9,Turkey,,3.071253071253071E-4,0.021728145528044467,0.024670496789455897,0,118
36,121,11,0,11318,2,46,73,260,2,0,10,Turkey,,3.071253071253071E-4,0.023244062657908033,0.024670496789455897,0,121
37,124,12,0,11314,2,47,75,264,2,0,11,Turkey,,3.071253071253071E-4,0.023749368367862556,0.025346400811084826,0,124
38,129,12,0,11309,2,48,79,267,2,0,12,Turkey,,3.071253071253071E-4,0.02425467407781708,0.026698208854342684,0,129
39,133,13,1,11303,2,51,80,271,2,0,12,Turkey,Ukraine,3.071253071253071E-4,0.025770591207680646,0.027036160865157147,0,133
40,146,16,1,11287,4,57,85,279,2,0,14,Turkey,Ukraine,6.142506142506142E-4,0.028802425467407782,0.02872592091922947,0,146
41,157,17,1,11275,5,65,87,286,2,0,14,Turkey,Ukraine,7.678132678132678E-4,0.032844871147043965,0.029401824940858398,0,157
42,162,19,1,11268,5,69,88,289,2,0,14,Turkey,Ukraine,7.678132678132678E-4,0.03486609398686205,0.02973977695167286,0,162
43,165,22,2,11261,7,70,88,295,2,0,15,Turkey,Ukraine,0.001074938574938575,0.035371399696816574,0.02973977695167286,0,165
44,171,25,2,11252,10,73,88,299,2,0,15,Turkey,Romania,0.0015356265356265355,0.036887316826680144,0.02973977695167286,0,171
45,175,26,2,11247,11,75,89,304,2,0,16,Turkey,Ukraine,0.0016891891891891893,0.037897928246589184,0.030077728962487327,0,175
