tick,total_infected,total_recovered,total_dead,total_healthy,hot_region_infected,cold_region_infected,moderate_region_infected,airport_usage,port_usage,num_isolated_countries,num_affected_countries,most_affected_country,most_deaths_country,hot_region_transmission_rate,cold_region_transmission_rate,moderate_region_transmission_rate,cross_border_infections,within_country_infections
0,3,0,0,11456,0,0,3,1,0,0,2,Ukraine,,0,0,0.0010152284263959391,0,3
1,4,0,0,11455,0,0,4,7,0,0,2,Ukraine,,0,0,0.0013536379018612521,0,4
2,7,0,0,11452,0,0,7,9,0,0,2,Ukraine,,0,0,0.0023688663282571912,0,7
3,10,0,0,11449,0,0,10,13,0,0,2,Romania,,0,0,0.00338409475465313,0,10
4,12,0,0,11447,0,0,12,16,0,0,2,Ukraine,,0,0,0.0040609137055837565,0,12
5,16,0,0,11443,0,0,16,16,0,0,2,Ukraine,,0,0,0.0054145516074450084,0,16
6,21,0,0,11438,0,0,21,17,0,0,2,Romania,,0,0,0.007106598984771574,0,21
7,27,0,0,11432,0,0,27,18,0,0,2,Romania,,0,0,0.009137055837563452,0,27
8,33,0,0,11426,0,0,33,21,0,0,2,Romania,,0,0,0.01116751269035533,0,33
9,36,0,0,11423,0,0,36,22,0,0,2,Romania,,0,0,0.012182741116751269,0,36
10,38,0,0,11421,0,0,38,23,0,0,3,Romania,,0,0,0.012859560067681896,0,38
11,42,0,0,11417,0,0,42,24,0,0,3,Romania,,0,0,0.014213197969543147,0,42
12,48,0,0,11411,0,0,48,25,0,0,3,Romania,,0,0,0.016243654822335026,0,48
13,53,0,0,11406,0,0,53,26,0,0,5,Romania,,0,0,0.01793570219966159,0,53
14,57,0,0,11402,0,0,57,28,0,0,6,Romania,,0,0,0.019289340101522844,0,57
15,59,0,0,11400,0,0,59,28,0,0,6,Romania,,0,0,0.01996615905245347,0,59
16,62,0,0,11397,0,1,61,32,0,0,7,Romania,,0,4.99001996007984E-4,0.020642978003384094,0,62
17,63,0,0,11396,0,2,61,34,0,0,7,Romania,,0,9.98003992015968E-4,0.020642978003384094,0,63
18,66,0,0,11393,0,3,63,35,0,0,7,Romania,,0,0.0014970059880239522,0.02131979695431472,0,66
19,75,0,0,11384,0,4,71,35,0,0,8,Romania,,0,0.001996007984031936,0.024027072758037227,0,75
20,83,0,0,11376,0,5,78,37,0,0,10,Ukraine,,0,0.00249500998003992,0.026395939086294416,0,83
21,88,0,0,11371,0,7,81,39,0,0,10,Romania,,0,0.003493013972055888,0.027411167512690356,0,88
22,92,2,0,11365,0,9,83,40,0,0,11,Ukraine,,0,0.004491017964071856,0.02808798646362098,0,92
23,99,3,0,11357,0,12,87,44,0,0,13,Ukraine,,0,0.005988023952095809,0.029441624365482234,0,99
24,110,3,0,11346,0,13,97,44,0,0,13,Ukraine,,0,0.006487025948103792,0.03282571912013536,0,110
25,114,5,0,11340,0,16,98,45,0,0,13,Ukraine,,0,0.007984031936127744,0.033164128595600674,0,114
26,123,6,0,11330,0,16,107,46,0,0,15,Ukraine,,0,0.007984031936127744,0.03620981387478849,0,123
27,128,8,0,11323,0,16,112,49,0,0,15,Ukraine,,0,0.007984031936127744,0.03790186125211506,0,128
28,134,10,0,11315,0,18,116,52,0,0,15,Ukraine,,0,0.008982035928143712,0.03925549915397631,0,134
29,137,11,0,11311,0,18,119,53,0,0,15,Ukraine,,0,0.008982035928143712,0.04027072758037225,0,137
30,143,14,0,11302,0,18,125,56,0,0,16,Ukraine,,0,0.008982035928143712,0.04230118443316413,0,143
31,144,18,1,11296,0,18,126,56,0,0,16,Ukraine,Ukraine,0,0.008982035928143712,0.04263959390862944,0,144
32,154,19,1,11285,0,18,136,57,0,0,17,Ukraine,Ukraine,0,0.008982035928143712,0.046023688663282575,0,154
33,164,20,1,11274,0,18,146,57,0,0,17,Ukraine,Ukraine,0,0.008982035928143712,0.049407783417935704,0,164
34,168,21,1,11269,0,18,150,58,0,0,17,Ukraine,Ukraine,0,0.008982035928143712,0.050761421319796954,0,168
35,172,25,1,11261,1,18,153,58,0,0,19,Poland,Ukraine,1.5384615384615385E-4,0.008982035928143712,0.05177664974619289,0,172
36,182,26,1,11250,3,18,161,59,0,0,19,Ukraine,Ukraine,4.6153846153846153E-4,0.008982035928143712,0.0544839255499154,0,182
37,186,29,1,11243,3,18,165,59,0,0,19,Poland,Ukraine,4.6153846153846153E-4,0.008982035928143712,0.05583756345177665,0,186
38,188,33,1,11237,4,18,166,61,0,0,20,Poland,Ukraine,6.153846153846154E-4,0.008982035928143712,0.05617597292724196,0,188
39,191,36,1,11231,4,18,169,62,0,0,20,Poland,Ukraine,6.153846153846154E-4,0.008982035928143712,0.0571912013536379,0,191
40,193,40,1,11225,4,17,172,66,0,0,20,Poland,Ukraine,6.153846153846154E-4,0.008483033932135729,0.05820642978003384,0,193
41,196,41,1,11221,4,17,175,68,0,0,20,Poland,Ukraine,6.153846153846154E-4,0.008483033932135729,0.05922165820642978,0,196
42,198,45,1,11215,6,16,176,70,0,0,21,Poland,Ukraine,9.230769230769231E-4,0.007984031936127744,0.05956006768189509,0,198
43,201,49,1,11208,8,16,177,70,0,0,21,Poland,Ukraine,0.0012307692307692308,0.007984031936127744,0.05989847715736041,0,201
44,203,53,1,11202,9,15,179,71,0,0,21,Poland,Ukraine,0.0013846153846153845,0.0074850299401197605,0.06057529610829103,0,203
45,206,56,1,11196,10,15,181,71,0,0,23,Poland,Ukraine,0.0015384615384615385,0.0074850299401197605,0.06125211505922166,0,206
46,203,63,1,11192,11,14,178,73,0,0,23,Poland,Ukraine,0.0016923076923076924,0.006986027944111776,0.06023688663282572,0,203
47,211,67,1,11180,14,14,183,75,0,0,23,Poland,Ukraine,0.0021538461538461538,0.006986027944111776,0.06192893401015229,0,211
48,216,71,4,11168,17,13,186,77,0,0,23,Poland,Poland,0.0026153846153846153,0.006487025948103792,0.06294416243654823,0,216
49,226,76,6,11151,23,12,191,77,0,0,23,Poland,Poland,0.0035384615384615385,0.005988023952095809,0.06463620981387479,0,226
50,241,82,6,11130,30,10,201,80,0,0,23,Poland,Poland,0.004615384615384616,0.00499001996007984,0.06802030456852792,0,241
