tick,total_infected,total_recovered,total_dead,total_healthy,hot_region_infected,cold_region_infected,moderate_region_infected,airport_usage,port_usage,num_isolated_countries,num_affected_countries,most_affected_country,most_deaths_country,hot_region_transmission_rate,cold_region_transmission_rate,moderate_region_transmission_rate,cross_border_infections,within_country_infections
0,2,0,0,11483,0,0,2,20,44,0,1,Romania,,0,0,6.747638326585695E-4,0,2
1,3,0,0,11482,0,0,3,36,66,0,1,Romania,,0,0,0.0010121457489878543,0,3
2,5,0,0,11480,0,0,5,47,81,0,1,Romania,,0,0,0.0016869095816464238,0,5
3,8,0,0,11477,0,0,8,51,86,0,1,Romania,,0,0,0.002699055330634278,0,8
4,9,0,0,11476,0,0,9,55,89,0,1,Romania,,0,0,0.003036437246963563,0,9
5,10,0,0,11475,0,0,10,60,95,0,1,Romania,,0,0,0.0033738191632928477,0,10
6,11,0,0,11474,0,0,11,68,102,0,1,Romania,,0,0,0.003711201079622132,0,11
7,12,0,0,11473,0,0,12,74,106,0,1,Romania,,0,0,0.004048582995951417,0,12
8,14,0,0,11471,0,0,14,77,111,0,1,Romania,,0,0,0.004723346828609987,0,14
9,16,0,0,11469,0,0,16,79,116,0,1,Romania,,0,0,0.005398110661268556,0,16
10,19,0,0,11466,0,0,19,88,126,0,2,Romania,,0,0,0.00641025641025641,0,19
11,20,0,0,11465,0,0,20,95,145,0,3,Romania,,0,0,0.006747638326585695,0,20
12,21,0,0,11464,0,0,21,101,157,0,3,Romania,,0,0,0.00708502024291498,0,21
13,23,0,0,11462,0,0,23,106,163,0,3,Romania,,0,0,0.00775978407557355,0,23
14,25,0,0,11460,0,0,25,114,169,0,3,Romania,,0,0,0.008434547908232119,0,25
15,30,0,0,11455,0,1,29,117,173,0,4,Romania,,0,4.982561036372695E-4,0.009784075573549258,0,30
16,36,0,0,11449,0,3,33,120,177,0,5,Romania,,0,0.0014947683109118087,0.011133603238866396,0,36
17,43,0,0,11442,0,4,39,128,185,0,5,Romania,,0,0.001993024414549078,0.013157894736842105,0,43
18,47,0,0,11438,0,6,41,133,194,0,6,Romania,,0,0.0029895366218236174,0.013832658569500675,0,47
19,49,2,0,11434,1,6,42,137,198,0,8,Romania,,1.5351550506601167E-4,0.0029895366218236174,0.01417004048582996,0,49
20,54,2,0,11429,1,6,47,145,203,0,8,Romania,,1.5351550506601167E-4,0.0029895366218236174,0.015856950067476384,0,54
21,56,2,0,11427,1,7,48,150,212,0,9,Romania,,1.5351550506601167E-4,0.003487792725460887,0.016194331983805668,0,56
22,62,3,0,11420,1,8,53,154,222,0,9,Romania,,1.5351550506601167E-4,0.003986048829098156,0.01788124156545209,0,62
23,67,3,0,11415,2,8,57,162,231,0,10,Romania,,3.0703101013202335E-4,0.003986048829098156,0.019230769230769232,0,67
24,70,3,0,11412,2,9,59,166,244,0,10,Romania,,3.0703101013202335E-4,0.004484304932735426,0.0199055330634278,0,70
25,79,4,0,11402,3,10,66,171,258,0,10,Romania,,4.60546515198035E-4,0.004982561036372696,0.022267206477732792,0,79
26,89,4,0,11392,3,10,76,175,267,0,11,Romania,,4.60546515198035E-4,0.004982561036372696,0.02564102564102564,0,89
27,101,5,0,11379,3,10,88,182,271,0,11,Romania,,4.60546515198035E-4,0.004982561036372696,0.029689608636977057,0,101
