tick,total_infected,total_recovered,total_dead,total_healthy,hot_region_infected,cold_region_infected,moderate_region_infected,airport_usage,port_usage,num_isolated_countries,num_affected_countries,most_affected_country,most_deaths_country,hot_region_transmission_rate,cold_region_transmission_rate,moderate_region_transmission_rate,cross_border_infections,within_country_infections
0,4,0,0,11470,0,0,4,0,1,0,1,Romania,,0,0,0.0013297872340425532,0,4
1,8,0,0,11466,0,0,8,0,1,0,2,Romania,,0,0,0.0026595744680851063,0,8
2,11,0,0,11463,0,0,11,0,1,0,2,Romania,,0,0,0.0036569148936170214,0,11
3,13,0,0,11461,0,0,13,3,1,0,2,Romania,,0,0,0.004321808510638298,0,13
4,16,0,0,11458,0,0,16,5,1,0,2,Romania,,0,0,0.005319148936170213,0,16
5,18,0,0,11456,0,0,18,7,2,0,2,Romania,,0,0,0.005984042553191489,0,18
6,19,0,0,11455,0,0,19,7,2,0,3,Romania,,0,0,0.006316489361702127,0,19
7,20,0,0,11454,0,0,20,7,2,0,3,Romania,,0,0,0.006648936170212766,0,20
8,22,0,0,11452,0,0,22,7,3,0,3,Romania,,0,0,0.007313829787234043,0,22
9,27,0,0,11447,0,0,27,8,3,0,3,Romania,,0,0,0.008976063829787235,0,27
10,30,0,0,11444,0,0,30,9,4,0,4,Romania,,0,0,0.00997340425531915,0,30
11,32,0,0,11442,0,0,32,9,4,0,4,Romania,,0,0,0.010638297872340425,0,32
12,36,0,0,11438,0,0,36,9,5,0,4,Romania,,0,0,0.011968085106382979,0,36
13,37,0,0,11437,0,0,37,10,6,0,4,Romania,,0,0,0.012300531914893617,0,37
14,38,0,0,11436,0,0,38,12,6,0,4,Romania,,0,0,0.012632978723404254,0,38
15,40,0,0,11434,0,0,40,13,6,0,4,Romania,,0,0,0.013297872340425532,0,40
16,44,0,0,11430,0,0,44,13,6,0,4,Romania,,0,0,0.014627659574468085,0,44
17,45,0,0,11429,0,0,45,15,7,0,4,Romania,,0,0,0.014960106382978724,0,45
18,50,0,0,11424,0,0,50,16,7,0,4,Romania,,0,0,0.016622340425531915,0,50
19,55,0,0,11419,0,0,55,17,7,0,4,Romania,,0,0,0.018284574468085107,0,55
20,59,0,0,11415,0,0,59,18,7,0,4,Romania,,0,0,0.01961436170212766,0,59
21,65,0,0,11409,0,0,65,18,8,0,5,Romania,,0,0,0.02160904255319149,0,65
22,69,1,0,11404,0,0,69,20,8,0,5,Ukraine,,0,0,0.022938829787234043,0,69
23,76,3,0,11395,0,0,76,20,9,0,6,Ukraine,,0,0,0.02526595744680851,0,76
24,84,4,0,11386,0,1,83,20,9,0,7,Ukraine,,0,5.060728744939271E-4,0.02759308510638298,0,84
25,87,5,0,11382,0,1,86,20,10,0,7,Ukraine,,0,5.060728744939271E-4,0.028590425531914893,0,87
26,92,5,0,11377,0,1,91,21,10,0,7,Ukraine,,0,5.060728744939271E-4,0.030252659574468085,0,92
27,101,6,0,11367,0,1,100,21,10,0,7,Ukraine,,0,5.060728744939271E-4,0.03324468085106383,0,101
