tick,total_infected,total_recovered,total_dead,total_healthy,hot_region_infected,cold_region_infected,moderate_region_infected,airport_usage,port_usage,num_isolated_countries,num_affected_countries,most_affected_country,most_deaths_country,hot_region_transmission_rate,cold_region_transmission_rate,moderate_region_transmission_rate,cross_border_infections,within_country_infections
0,1,0,0,11463,0,0,1,0,0,0,1,Romania,,0,0,3.3760972316002703E-4,0,1
1,3,0,0,11461,0,0,3,0,0,0,1,Romania,,0,0,0.001012829169480081,0,3
2,6,0,0,11458,0,0,6,0,0,0,2,Romania,,0,0,0.002025658338960162,0,6
3,11,0,0,11453,0,0,11,0,0,0,2,Romania,,0,0,0.003713706954760297,0,11
4,14,0,0,11450,0,0,14,0,0,0,3,Romania,,0,0,0.004726536124240378,0,14
5,16,0,0,11448,0,0,16,0,0,0,3,Romania,,0,0,0.0054017555705604325,0,16
6,19,0,0,11445,0,0,19,0,0,0,3,Romania,,0,0,0.006414584740040513,0,19
7,20,0,0,11444,0,0,20,0,0,0,3,Romania,,0,0,0.00675219446320054,0,20
8,22,0,0,11442,0,0,22,0,0,0,4,Romania,,0,0,0.007427413909520594,0,22
9,22,0,0,11442,0,0,22,0,0,0,4,Romania,,0,0,0.007427413909520594,0,22
10,22,0,0,11442,0,0,22,0,0,0,4,Romania,,0,0,0.007427413909520594,0,22
11,23,0,0,11441,0,0,23,0,0,0,4,Romania,,0,0,0.007765023632680621,0,23
12,24,0,0,11440,0,0,24,0,0,0,4,Romania,,0,0,0.008102633355840648,0,24
13,25,0,0,11439,0,0,25,0,0,0,4,Romania,,0,0,0.008440243079000676,0,25
14,25,0,0,11439,0,0,25,0,0,0,4,Romania,,0,0,0.008440243079000676,0,25
15,28,0,0,11436,0,0,28,0,0,0,4,Romania,,0,0,0.009453072248480757,0,28
16,29,0,0,11435,0,0,29,0,0,0,4,Romania,,0,0,0.009790681971640782,0,29
17,30,0,0,11434,0,0,30,0,0,0,4,Romania,,0,0,0.01012829169480081,0,30
18,33,0,0,11431,0,0,33,0,0,0,4,Romania,,0,0,0.01114112086428089,0,33
19,35,0,0,11429,0,0,35,0,0,0,4,Romania,,0,0,0.011816340310600946,0,35
20,37,0,0,11427,0,0,37,0,0,0,4,Romania,,0,0,0.012491559756921,0,37
21,37,2,1,11424,0,0,37,0,0,0,4,Romania,Romania,0,0,0.012491559756921,0,37
22,40,2,1,11421,0,0,40,0,0,0,4,Romania,Romania,0,0,0.01350438892640108,0,40
23,42,2,1,11419,0,0,42,0,0,0,4,Romania,Romania,0,0,0.014179608372721135,0,42
24,44,3,1,11416,0,2,42,0,0,0,5,Romania,Romania,0,9.96512207274539E-4,0.014179608372721135,0,44
25,44,4,1,11415,0,2,42,0,0,0,5,Romania,Romania,0,9.96512207274539E-4,0.014179608372721135,0,44
26,45,5,1,11413,0,3,42,0,0,0,6,Romania,Romania,0,0.0014947683109118087,0.014179608372721135,0,45
27,47,6,1,11410,0,3,44,0,0,0,6,Romania,Romania,0,0.0014947683109118087,0.014854827819041188,0,47
28,50,6,1,11407,0,4,46,0,0,0,6,Romania,Romania,0,0.001993024414549078,0.015530047265361242,0,50
