tick,total_infected,total_recovered,total_dead,total_healthy,hot_region_infected,cold_region_infected,moderate_region_infected,airport_usage,port_usage,num_isolated_countries,num_affected_countries,most_affected_country,most_deaths_country,hot_region_transmission_rate,cold_region_transmission_rate,moderate_region_transmission_rate,cross_border_infections,within_country_infections
0,3,0,0,11424,0,0,3,0,0,0,1,Romania,,0,0,0.00101010101010101,0,3
1,6,0,0,11421,0,0,6,0,0,0,1,Romania,,0,0,0.00202020202020202,0,6
2,7,0,0,11420,0,0,7,0,0,0,1,Romania,,0,0,0.0023569023569023568,0,7
3,8,0,0,11419,0,0,8,0,0,0,1,Romania,,0,0,0.0026936026936026937,0,8
4,13,0,0,11414,0,0,13,0,0,0,1,Romania,,0,0,0.004377104377104377,0,13
5,18,0,0,11409,0,0,18,0,0,0,1,Romania,,0,0,0.006060606060606061,0,18
6,19,0,0,11408,0,0,19,0,0,0,1,Romania,,0,0,0.006397306397306397,0,19
7,19,0,0,11408,0,0,19,0,0,0,1,Romania,,0,0,0.006397306397306397,0,19
8,20,0,0,11407,0,0,20,0,0,0,1,Romania,,0,0,0.006734006734006734,0,20
9,21,0,0,11406,0,0,21,0,0,0,1,Romania,,0,0,0.007070707070707071,0,21
10,22,0,0,11405,0,0,22,0,0,0,1,Romania,,0,0,0.007407407407407408,0,22
11,23,0,0,11404,0,0,23,0,0,0,1,Romania,,0,0,0.007744107744107744,0,23
12,24,0,0,11403,0,0,24,0,0,0,1,Romania,,0,0,0.00808080808080808,0,24
13,25,0,0,11402,0,0,25,0,0,0,1,Romania,,0,0,0.008417508417508417,0,25
14,26,0,0,11401,0,0,26,0,0,0,2,Romania,,0,0,0.008754208754208754,0,26
15,31,0,0,11396,0,0,31,0,0,0,3,Romania,,0,0,0.010437710437710438,0,31
16,34,0,0,11393,0,0,34,0,0,0,3,Romania,,0,0,0.011447811447811448,0,34
17,39,0,0,11388,0,0,39,0,0,0,4,Romania,,0,0,0.013131313131313131,0,39
18,41,0,0,11386,0,0,41,0,0,0,4,Romania,,0,0,0.013804713804713804,0,41
19,41,1,0,11385,0,0,41,0,0,0,4,Romania,,0,0,0.013804713804713804,0,41
20,42,3,0,11382,0,0,42,0,0,0,4,Romania,,0,0,0.014141414141414142,0,42
21,44,3,0,11380,0,0,44,0,0,0,4,Romania,,0,0,0.014814814814814815,0,44
22,46,3,0,11378,0,0,46,0,0,0,4,Romania,,0,0,0.015488215488215488,0,46
23,48,4,0,11375,0,0,48,0,0,0,4,Romania,,0,0,0.01616161616161616,0,48
24,49,5,1,11372,0,0,49,0,0,0,4,Romania,Romania,0,0,0.016498316498316498,0,49
25,55,5,2,11365,0,0,55,0,0,0,5,Ukraine,Romania,0,0,0.018518518518518517,0,55
26,64,5,2,11356,0,4,60,0,0,0,8,Ukraine,Romania,0,0.0020222446916076846,0.020202020202020204,0,64
27,67,7,2,11351,0,4,63,0,0,0,8,Ukraine,Romania,0,0.0020222446916076846,0.021212121212121213,0,67
28,73,7,2,11345,0,4,69,0,0,0,9,Ukraine,Romania,0,0.0020222446916076846,0.023232323232323233,0,73
29,81,7,2,11337,0,4,77,0,0,0,10,Ukraine,Romania,0,0.0020222446916076846,0.025925925925925925,0,81
30,83,8,2,11334,1,5,77,0,0,0,12,Ukraine,Romania,1.543448062972681E-4,0.0025278058645096056,0.025925925925925925,0,83
31,86,8,3,11330,1,7,78,0,0,0,13,Ukraine,Romania,1.543448062972681E-4,0.003538928210313448,0.026262626262626262,0,86
32,90,9,3,11325,1,10,79,0,0,0,13,Ukraine,Romania,1.543448062972681E-4,0.005055611729019211,0.0265993265993266,0,90
33,96,9,3,11319,1,11,84,0,0,0,14,Ukraine,Romania,1.543448062972681E-4,0.005561172901921132,0.028282828282828285,0,96
34,104,9,3,11311,1,12,91,0,0,0,14,Ukraine,Romania,1.543448062972681E-4,0.006066734074823054,0.03063973063973064,0,104
35,107,11,3,11306,1,12,94,0,0,0,14,Ukraine,Romania,1.543448062972681E-4,0.006066734074823054,0.03164983164983165,0,107
36,106,13,4,11304,1,12,93,0,0,0,14,Ukraine,Romania,1.543448062972681E-4,0.006066734074823054,0.031313131313131314,0,106
37,106,15,5,11301,1,14,91,0,0,0,14,Ukraine,Romania,1.543448062972681E-4,0.007077856420626896,0.03063973063973064,0,106
38,107,18,5,11297,1,14,92,0,0,0,14,Ukraine,Romania,1.543448062972681E-4,0.007077856420626896,0.030976430976430977,0,107
39,109,21,5,11292,1,16,92,0,0,0,14,Ukraine,Romania,1.543448062972681E-4,0.008088978766430738,0.030976430976430977,0,109
40,111,23,5,11288,1,16,94,0,0,0,14,Ukraine,Romania,1.543448062972681E-4,0.008088978766430738,0.03164983164983165,0,111
41,111,27,5,11284,1,17,93,0,0,0,14,Ukraine,Romania,1.543448062972681E-4,0.008594539939332659,0.031313131313131314,0,111
42,110,30,5,11282,1,17,92,0,0,0,15,Ukraine,Romania,1.543448062972681E-4,0.008594539939332659,0.030976430976430977,0,110
43,113,30,5,11279,1,17,95,0,0,0,15,Ukraine,Romania,1.543448062972681E-4,0.008594539939332659,0.03198653198653199,0,113
44,118,30,5,11274,1,17,100,0,0,0,15,Ukraine,Romania,1.543448062972681E-4,0.008594539939332659,0.03367003367003367,0,118
45,118,33,5,11271,1,17,100,0,0,0,15,Ukraine,Romania,1.543448062972681E-4,0.008594539939332659,0.03367003367003367,0,118
