tick,total_infected,total_recovered,total_dead,total_healthy,hot_region_infected,cold_region_infected,moderate_region_infected,airport_usage,port_usage,num_isolated_countries,num_affected_countries,most_affected_country,most_deaths_country,hot_region_transmission_rate,cold_region_transmission_rate,moderate_region_transmission_rate,cross_border_infections,within_country_infections
0,1,0,0,11423,0,0,1,0,0,0,1,Romania,,0,0,3.379520108144643E-4,0,1
1,2,0,0,11422,0,0,2,0,0,0,1,Romania,,0,0,6.759040216289286E-4,0,2
2,2,0,0,11422,0,0,2,0,0,0,1,Romania,,0,0,6.759040216289286E-4,0,2
3,2,0,0,11422,0,0,2,0,0,0,1,Romania,,0,0,6.759040216289286E-4,0,2
4,3,0,0,11421,0,0,3,0,0,0,1,Romania,,0,0,0.001013856032443393,0,3
5,3,0,0,11421,0,0,3,0,0,0,1,Romania,,0,0,0.001013856032443393,0,3
6,5,0,0,11419,0,0,5,0,0,0,1,Romania,,0,0,0.0016897600540723217,0,5
7,9,0,0,11415,0,0,9,0,0,0,2,Romania,,0,0,0.003041568097330179,0,9
8,11,0,0,11413,0,0,11,0,0,0,2,Romania,,0,0,0.0037174721189591076,0,11
9,12,0,0,11412,0,0,12,0,0,0,2,Romania,,0,0,0.004055424129773572,0,12
10,17,0,0,11407,0,0,17,0,0,0,2,Romania,,0,0,0.005745184183845894,0,17
11,21,0,0,11403,0,1,20,0,0,0,3,Romania,,0,5.070993914807302E-4,0.006759040216289287,0,21
12,25,0,0,11399,0,2,23,0,0,0,3,Romania,,0,0.0010141987829614604,0.00777289624873268,0,25
13,26,0,0,11398,0,2,24,0,0,0,3,Romania,,0,0.0010141987829614604,0.008110848259547145,0,26
14,28,0,0,11396,0,2,26,0,0,0,3,Romania,,0,0.0010141987829614604,0.008786752281176074,0,28
15,35,0,0,11389,0,2,33,0,0,0,4,Romania,,0,0.0010141987829614604,0.011152416356877323,0,35
16,41,0,0,11383,0,4,37,0,0,0,6,Romania,,0,0.002028397565922921,0.012504224400135181,0,41
17,43,0,0,11381,0,4,39,0,0,0,6,Romania,,0,0.002028397565922921,0.013180128421764109,0,43
18,52,0,0,11372,0,5,47,0,0,0,7,Romania,,0,0.002535496957403651,0.015883744508279823,0,52
19,59,0,0,11365,0,6,53,0,0,0,7,Romania,,0,0.0030425963488843813,0.01791145657316661,0,59
20,65,1,0,11358,0,8,57,0,0,0,7,Romania,,0,0.004056795131845842,0.01926326461642447,0,65
21,70,1,0,11353,0,8,62,0,0,0,8,Romania,,0,0.004056795131845842,0.02095302467049679,0,70
22,79,1,0,11344,0,8,71,0,0,0,9,Romania,,0,0.004056795131845842,0.023994592767826967,0,79
23,88,1,0,11335,0,8,80,0,0,0,9,Romania,,0,0.004056795131845842,0.027036160865157147,0,88
24,98,1,1,11324,0,8,90,0,0,0,9,Romania,Romania,0,0.004056795131845842,0.03041568097330179,0,98
25,105,1,1,11317,0,9,96,0,0,0,11,Romania,Romania,0,0.004563894523326572,0.03244339303818858,0,105
26,120,1,1,11302,0,11,109,0,0,0,14,Poland,Romania,0,0.005578093306288032,0.03683676917877662,0,120
27,124,1,1,11298,0,11,113,0,0,0,14,Poland,Romania,0,0.005578093306288032,0.03818857722203447,0,124
28,128,1,1,11294,0,12,116,0,0,0,14,Poland,Romania,0,0.006085192697768763,0.039202433254477864,0,128
29,135,1,1,11287,0,12,123,0,0,0,14,Poland,Romania,0,0.006085192697768763,0.04156809733017911,0,135
30,144,1,2,11277,0,13,131,0,0,0,14,Poland,Romania,0,0.006592292089249493,0.04427171341669483,0,144
31,143,4,2,11275,0,13,130,0,0,0,14,Poland,Romania,0,0.006592292089249493,0.043933761405880366,0,143
32,146,5,2,11271,0,13,133,0,0,0,15,Poland,Romania,0,0.006592292089249493,0.04494761743832376,0,146
33,154,6,2,11262,0,14,140,0,0,0,16,Poland,Romania,0,0.007099391480730223,0.04731328151402501,0,154
34,162,7,2,11253,0,15,147,0,0,0,17,Poland,Romania,0,0.007606490872210953,0.049678945589726256,0,162
35,171,8,2,11243,0,16,155,0,0,0,18,Poland,Romania,0,0.008113590263691683,0.05238256167624197,0,171
36,179,8,2,11235,0,17,162,0,0,0,18,Poland,Romania,0,0.008620689655172414,0.05474822575194323,0,179
37,186,8,3,11227,0,19,167,0,0,0,18,Poland,Romania,0,0.009634888438133874,0.05643798580601555,0,186
38,192,10,3,11219,0,20,172,0,0,0,18,Poland,Romania,0,0.010141987829614604,0.05812774586008787,0,192
39,195,14,3,11212,0,22,173,0,0,0,18,Poland,Romania,0,0.011156186612576065,0.05846569787090233,0,195
40,199,15,3,11207,0,25,174,0,0,0,20,Poland,Romania,0,0.012677484787018255,0.058803649881716796,0,199
41,206,16,3,11199,0,28,178,0,0,0,21,Poland,Romania,0,0.014198782961460446,0.060155457924974655,0,206
42,213,19,3,11189,0,29,184,0,0,0,21,Poland,Romania,0,0.014705882352941176,0.06218316998986144,0,213
43,232,22,3,11167,0,33,199,0,0,0,21,Poland,Romania,0,0.016734279918864097,0.06725245015207841,0,232
44,242,26,4,11152,2,34,206,0,0,0,22,Poland,Romania,3.0802402587401816E-4,0.017241379310344827,0.06961811422777965,0,242
45,253,32,5,11134,3,34,216,0,0,0,22,Poland,Romania,4.6203603881102723E-4,0.017241379310344827,0.0729976343359243,0,253
46,255,43,7,11119,6,32,217,0,0,0,22,Germany,Romania,9.240720776220545E-4,0.016227180527383367,0.07333558634673876,0,255
47,269,48,8,11099,8,32,229,0,0,0,24,Germany,Romania,0.0012320961034960726,0.016227180527383367,0.07739101047651234,0,269
48,283,53,11,11077,10,35,238,0,0,0,24,Germany,Romania,0.0015401201293700909,0.017748478701825558,0.08043257857384252,0,283
49,305,55,11,11053,10,37,258,0,0,0,24,Germany,Romania,0.0015401201293700909,0.018762677484787018,0.0871916187901318,0,305
50,320,58,11,11035,10,38,272,0,0,0,25,Germany,Romania,0.0015401201293700909,0.019269776876267748,0.0919229469415343,0,320
51,328,63,12,11021,14,41,273,0,0,0,26,Germany,Romania,0.0021561681811181274,0.02079107505070994,0.09226089895234876,0,328
52,339,69,12,11004,19,43,277,0,0,0,27,Germany,Romania,0.002926228245803173,0.0218052738336714,0.09361270699560663,0,339
53,346,77,13,10988,23,47,276,0,0,0,27,Germany,Romania,0.003542276297551209,0.02383367139959432,0.09327475498479217,0,346
54,353,83,14,10974,29,50,274,0,0,0,28,Germany,Romania,0.004466348375173263,0.02535496957403651,0.09259885096316323,0,353
55,358,93,15,10958,32,51,275,0,0,0,28,Germany,Romania,0.0049283844139842905,0.02586206896551724,0.09293680297397769,0,358
56,368,97,15,10944,33,55,280,0,0,0,28,Germany,Romania,0.0050823964269213,0.027890466531440162,0.09462656302805002,0,368
57,381,100,15,10928,37,56,288,0,0,0,29,Germany,Romania,0.005698444478669336,0.028397565922920892,0.09733017911456573,0,381
58,386,111,16,10911,43,55,288,0,0,0,28,Germany,Romania,0.006622516556291391,0.027890466531440162,0.09733017911456573,0,386
59,397,116,17,10894,48,56,293,0,0,0,27,Germany,Romania,0.007392576620976436,0.028397565922920892,0.09901993916863805,0,397
60,411,120,17,10876,52,58,301,0,0,0,27,Germany,Romania,0.008008624672724472,0.029411764705882353,0.10172355525515377,0,411
61,414,129,17,10864,55,59,300,0,0,0,26,Germany,Romania,0.0084706607115355,0.029918864097363083,0.1013856032443393,0,414
62,418,135,19,10852,58,62,298,0,0,0,26,Germany,Romania,0.008932696750346527,0.03144016227180527,0.10070969922271038,0,418
63,418,144,20,10842,61,65,292,0,0,0,26,Germany,Romania,0.009394732789157555,0.03296146044624747,0.09868198715782359,0,418
64,415,156,21,10832,63,65,287,0,0,0,24,Germany,Poland,0.009702756815031572,0.03296146044624747,0.09699222710375127,0,415
65,413,164,21,10826,63,63,287,0,0,0,24,Germany,Poland,0.009702756815031572,0.03194726166328601,0.09699222710375127,0,413
66,410,174,22,10818,64,64,282,0,0,0,24,Germany,Poland,0.009856768827968581,0.032454361054766734,0.09530246704967894,0,410
67,405,184,23,10812,64,65,276,0,0,0,23,Germany,Poland,0.009856768827968581,0.03296146044624747,0.09327475498479217,0,405
68,405,194,24,10801,70,64,271,0,0,0,23,Germany,Poland,0.010780840905590635,0.032454361054766734,0.09158499493071984,0,405
69,400,209,24,10791,74,68,258,0,0,0,23,Germany,Poland,0.011396888957338673,0.034482758620689655,0.0871916187901318,0,400
70,412,219,25,10768,77,82,253,0,0,0,23,Germany,Poland,0.011858924996149699,0.04158215010141988,0.08550185873605948,0,412
71,426,231,26,10741,81,97,248,0,0,0,23,Germany,Poland,0.012474973047897736,0.049188640973630834,0.08381209868198716,0,426
72,429,241,28,10726,85,100,244,0,0,0,23,Germany,Poland,0.013091021099645772,0.05070993914807302,0.0824602906387293,0,429
73,428,250,29,10717,85,101,242,0,0,0,23,Germany,Poland,0.013091021099645772,0.051217038539553755,0.08178438661710037,0,428
74,419,264,31,10710,85,102,232,0,0,0,22,Italy,Poland,0.013091021099645772,0.05172413793103448,0.07840486650895573,0,419
75,416,272,32,10704,84,104,228,0,0,0,22,Italy,Poland,0.012937009086708763,0.05273833671399594,0.07705305846569788,0,416
76,411,282,34,10697,82,105,224,0,0,0,22,Italy,Poland,0.012628985060834746,0.053245436105476676,0.07570125042244001,0,411
77,403,299,34,10688,78,107,218,0,0,0,21,Italy,Poland,0.012012937009086708,0.05425963488843814,0.07367353835755323,0,403
78,396,316,36,10676,77,109,210,0,0,0,21,France,Poland,0.011858924996149699,0.0552738336713996,0.07096992227103752,0,396
79,385,332,37,10670,76,112,197,0,0,0,21,Turkey,Poland,0.011704912983212691,0.056795131845841784,0.06657654613044947,0,385
80,370,348,39,10667,75,109,186,0,0,0,19,Turkey,Poland,0.011550900970275682,0.0552738336713996,0.06285907401149037,0,370
81,355,361,43,10665,72,107,176,0,0,0,18,Turkey,Turkey,0.011088864931464654,0.05425963488843814,0.05947955390334572,0,355
82,347,373,45,10659,69,108,170,0,0,0,19,France,Turkey,0.010626828892653628,0.05476673427991886,0.05745184183845894,0,347
83,346,378,45,10655,70,111,165,0,0,0,19,France,Turkey,0.010780840905590635,0.05628803245436106,0.055762081784386616,0,346
84,337,393,46,10648,68,114,155,0,0,0,19,France,Turkey,0.010472816879716618,0.057809330628803245,0.05238256167624197,0,337
85,332,404,48,10640,62,120,150,0,0,0,17,Turkey,Turkey,0.009548744802094564,0.060851926977687626,0.05069280162216965,0,332
86,319,419,51,10635,60,118,141,0,0,0,17,France,Turkey,0.009240720776220545,0.059837728194726165,0.04765123352483947,0,319
87,318,427,52,10627,60,120,138,0,0,0,17,France,Germany,0.009240720776220545,0.060851926977687626,0.04663737749239608,0,318
88,312,441,52,10619,58,120,134,0,0,0,16,France,Turkey,0.008932696750346527,0.060851926977687626,0.045285569449138224,0,312
89,304,457,54,10609,54,117,133,0,0,0,17,France,Turkey,0.008316648698598491,0.05933062880324544,0.04494761743832376,0,304
90,293,469,54,10608,51,113,129,0,0,0,17,France,Turkey,0.007854612659787463,0.05730223123732252,0.0435958093950659,0,293
