tick,total_infected,total_recovered,total_dead,total_healthy,hot_region_infected,cold_region_infected,moderate_region_infected,airport_usage,port_usage,num_isolated_countries,num_affected_countries,most_affected_country,most_deaths_country,hot_region_transmission_rate,cold_region_transmission_rate,moderate_region_transmission_rate,cross_border_infections,within_country_infections
0,3,0,0,11420,0,0,3,0,0,0,2,Romania,,0,0,0.001026694045174538,0,3
1,4,0,0,11419,0,0,4,0,0,0,3,Romania,,0,0,0.0013689253935660506,0,4
2,6,0,0,11417,0,0,6,0,0,0,3,Romania,,0,0,0.002053388090349076,0,6
3,8,0,0,11415,0,0,8,0,0,0,3,Romania,,0,0,0.0027378507871321013,0,8
4,10,0,0,11413,0,0,10,0,0,0,3,Romania,,0,0,0.0034223134839151265,0,10
5,14,0,0,11409,0,0,14,0,0,0,3,Romania,,0,0,0.004791238877481177,0,14
6,15,0,0,11408,0,0,15,0,0,0,3,Romania,,0,0,0.00513347022587269,0,15
7,20,0,0,11403,0,0,20,0,0,0,3,Romania,,0,0,0.006844626967830253,0,20
8,23,0,0,11400,0,0,23,0,0,0,3,Romania,,0,0,0.00787132101300479,0,23
9,26,0,0,11397,0,0,26,0,0,0,3,Romania,,0,0,0.00889801505817933,0,26
10,27,0,0,11396,0,0,27,0,0,0,3,Romania,,0,0,0.009240246406570842,0,27
11,31,0,0,11392,0,1,30,0,0,0,4,Romania,,0,4.987531172069825E-4,0.01026694045174538,0,31
12,34,0,0,11389,0,2,32,0,0,0,4,Romania,,0,9.97506234413965E-4,0.010951403148528405,0,34
13,39,0,0,11384,0,3,36,0,0,0,5,Romania,,0,0.0014962593516209476,0.012320328542094456,0,39
14,42,0,0,11381,0,3,39,0,0,0,5,Romania,,0,0.0014962593516209476,0.013347022587268994,0,42
15,47,0,0,11376,0,4,43,0,0,0,5,Romania,,0,0.00199501246882793,0.014715947980835045,0,47
16,57,0,0,11366,0,7,50,0,0,0,6,Romania,,0,0.003491271820448878,0.017111567419575632,0,57
17,67,0,0,11356,0,8,59,0,0,0,6,Romania,,0,0.00399002493765586,0.020191649555099247,0,67
18,71,0,0,11352,0,8,63,0,0,0,6,Romania,,0,0.00399002493765586,0.021560574948665298,0,71
19,74,0,0,11349,0,8,66,0,0,0,6,Romania,,0,0.00399002493765586,0.022587268993839837,0,74
20,82,0,0,11341,0,8,74,0,0,0,7,Romania,,0,0.00399002493765586,0.025325119780971937,0,82
21,88,0,0,11335,0,8,80,0,0,0,7,Romania,,0,0.00399002493765586,0.02737850787132101,0,88
22,91,0,0,11332,0,8,83,0,0,0,8,Romania,,0,0.00399002493765586,0.02840520191649555,0,91
23,98,1,0,11324,0,9,89,0,0,0,10,Romania,,0,0.004488778054862843,0.030458590006844626,0,98
24,101,2,0,11320,0,9,92,0,0,0,10,Poland,,0,0.004488778054862843,0.03148528405201916,0,101
25,101,4,0,11318,0,9,92,0,0,0,11,Poland,,0,0.004488778054862843,0.03148528405201916,0,101
26,108,7,0,11308,0,10,98,0,0,0,12,Poland,,0,0.004987531172069825,0.03353867214236824,0,108
27,110,9,0,11304,0,10,100,0,0,0,12,Poland,,0,0.004987531172069825,0.034223134839151265,0,110
28,113,11,0,11299,0,10,103,0,0,0,13,Poland,,0,0.004987531172069825,0.035249828884325804,0,113
29,116,12,0,11295,0,11,105,0,0,0,13,Poland,,0,0.005486284289276808,0.03593429158110883,0,116
30,124,13,0,11286,0,13,111,0,0,0,14,Poland,,0,0.006483790523690773,0.037987679671457907,0,124
31,128,14,0,11281,0,13,115,0,0,0,14,Poland,,0,0.006483790523690773,0.039356605065023954,0,128
32,135,14,0,11274,0,13,122,0,0,0,15,Poland,,0,0.006483790523690773,0.04175222450376454,0,135
33,142,14,0,11267,0,14,128,0,0,0,15,Poland,,0,0.006982543640897756,0.04380561259411362,0,142
34,143,16,1,11263,0,14,129,0,0,0,16,Poland,Romania,0,0.006982543640897756,0.044147843942505136,0,143
35,152,17,1,11253,0,14,138,0,0,0,16,Poland,Romania,0,0.006982543640897756,0.04722792607802875,0,152
36,159,20,2,11242,0,15,144,0,0,0,17,Poland,Ukraine,0,0.007481296758104738,0.049281314168377825,0,159
37,164,24,2,11233,0,16,148,0,0,0,18,Poland,Ukraine,0,0.00798004987531172,0.05065023956194387,0,164
38,169,26,2,11226,0,16,153,0,0,0,18,Poland,Ukraine,0,0.00798004987531172,0.052361396303901436,0,169
39,172,28,3,11220,0,16,156,0,0,0,18,Poland,Poland,0,0.00798004987531172,0.053388090349075976,0,172
40,175,31,4,11213,0,16,159,0,0,0,19,Poland,Poland,0,0.00798004987531172,0.054414784394250515,0,175
41,176,35,4,11208,0,15,161,0,0,0,19,Poland,Poland,0,0.007481296758104738,0.05509924709103354,0,176
42,176,39,6,11202,0,16,160,0,0,0,20,Poland,Poland,0,0.00798004987531172,0.05475701574264202,0,176
43,177,44,6,11196,0,17,160,0,0,0,20,Poland,Poland,0,0.008478802992518703,0.05475701574264202,0,177
44,184,46,6,11187,0,21,163,0,0,0,21,Poland,Poland,0,0.010473815461346634,0.05578370978781656,0,184
