tick,total_infected,total_recovered,total_dead,total_healthy,hot_region_infected,cold_region_infected,moderate_region_infected,airport_usage,port_usage,num_isolated_countries,num_affected_countries,most_affected_country,most_deaths_country,hot_region_transmission_rate,cold_region_transmission_rate,moderate_region_transmission_rate,cross_border_infections,within_country_infections
0,2,0,0,11442,0,0,2,0,0,0,1,Romania,,0,0,6.724949562878278E-4,0,2
1,3,0,0,11441,0,0,3,0,0,0,2,Romania,,0,0,0.0010087424344317419,0,3
2,3,0,0,11441,0,0,3,0,0,0,2,Romania,,0,0,0.0010087424344317419,0,3
3,3,0,0,11441,0,0,3,0,0,0,2,Romania,,0,0,0.0010087424344317419,0,3
4,4,0,0,11440,0,0,4,0,0,0,2,Romania,,0,0,0.0013449899125756557,0,4
5,4,0,0,11440,0,0,4,0,0,0,2,Bulgaria,,0,0,0.0013449899125756557,0,4
6,4,0,0,11440,0,0,4,0,0,0,2,Bulgaria,,0,0,0.0013449899125756557,0,4
7,7,0,0,11437,0,0,7,0,0,0,2,Romania,,0,0,0.0023537323470073975,0,7
8,10,0,0,11434,0,0,10,0,0,0,2,Bulgaria,,0,0,0.0033624747814391394,0,10
9,13,0,0,11431,0,0,13,0,0,0,2,Romania,,0,0,0.004371217215870881,0,13
10,15,0,0,11429,0,0,15,0,0,0,2,Romania,,0,0,0.005043712172158709,0,15
11,20,0,0,11424,0,0,20,0,0,0,2,Romania,,0,0,0.006724949562878279,0,20
12,22,0,0,11422,0,0,22,0,0,0,2,Romania,,0,0,0.007397444519166106,0,22
13,25,0,0,11419,0,0,25,0,0,0,2,Romania,,0,0,0.008406186953597848,0,25
14,28,0,0,11416,0,0,28,0,0,0,2,Romania,,0,0,0.00941492938802959,0,28
15,29,0,0,11415,0,0,29,0,0,0,2,Romania,,0,0,0.009751176866173503,0,29
16,30,0,0,11414,1,0,29,0,0,0,3,Romania,,1.539882968894364E-4,0,0.009751176866173503,0,30
17,34,0,0,11410,1,1,32,0,0,0,5,Romania,,1.539882968894364E-4,5.060728744939271E-4,0.010759919300605245,0,34
18,37,0,0,11407,1,3,33,0,0,0,5,Romania,,1.539882968894364E-4,0.0015182186234817814,0.01109616677874916,0,37
19,38,1,0,11405,1,3,34,0,0,0,5,Romania,,1.539882968894364E-4,0.0015182186234817814,0.011432414256893073,0,38
20,39,2,0,11403,1,3,35,0,0,0,5,Romania,,1.539882968894364E-4,0.0015182186234817814,0.011768661735036988,0,39
21,40,2,0,11402,1,3,36,0,0,0,5,Romania,,1.539882968894364E-4,0.0015182186234817814,0.0121049092131809,0,40
22,44,2,0,11398,1,4,39,0,0,0,7,Romania,,1.539882968894364E-4,0.0020242914979757085,0.013113651647612643,0,44
23,46,2,0,11396,1,5,40,0,0,0,7,Romania,,1.539882968894364E-4,0.0025303643724696357,0.013449899125756557,0,46
24,51,2,0,11391,1,8,42,0,0,0,7,Romania,,1.539882968894364E-4,0.004048582995951417,0.014122394082044385,0,51
25,53,2,0,11389,1,8,44,0,0,0,7,Romania,,1.539882968894364E-4,0.004048582995951417,0.014794889038332213,0,53
26,60,2,0,11382,1,8,51,0,0,0,7,Romania,,1.539882968894364E-4,0.004048582995951417,0.01714862138533961,0,60
27,65,3,1,11375,1,10,54,0,0,0,7,Romania,Bulgaria,1.539882968894364E-4,0.005060728744939271,0.01815736381977135,0,65
28,71,3,1,11369,1,13,57,0,0,0,8,Romania,Bulgaria,1.539882968894364E-4,0.006578947368421052,0.019166106254203095,0,71
29,78,3,2,11361,2,15,61,0,0,0,9,Romania,Romania,3.079765937788728E-4,0.0075910931174089065,0.02051109616677875,0,78
30,79,5,2,11358,2,17,60,0,0,0,9,Romania,Romania,3.079765937788728E-4,0.00860323886639676,0.020174848688634835,0,79
31,87,6,2,11349,2,21,64,0,0,0,11,Romania,Bulgaria,3.079765937788728E-4,0.01062753036437247,0.02151983860121049,0,87
32,90,9,2,11343,2,23,65,0,0,0,13,Romania,Romania,3.079765937788728E-4,0.011639676113360324,0.021856086079354405,0,90
33,99,9,2,11334,3,24,72,0,0,0,13,Ukraine,Romania,4.619648906683092E-4,0.012145748987854251,0.0242098184263618,0,99
34,101,10,2,11331,3,24,74,0,0,0,13,Ukraine,Romania,4.619648906683092E-4,0.012145748987854251,0.02488231338264963,0,101
35,107,11,2,11324,3,26,78,0,0,0,15,Ukraine,Romania,4.619648906683092E-4,0.013157894736842105,0.026227303295225286,0,107
36,116,12,2,11314,3,28,85,0,0,0,16,Ukraine,Bulgaria,4.619648906683092E-4,0.01417004048582996,0.028581035642232685,0,116
37,129,14,3,11298,3,30,96,0,0,0,17,Ukraine,Romania,4.619648906683092E-4,0.015182186234817813,0.03227975790181574,0,129
