tick,total_infected,total_recovered,total_dead,total_healthy,hot_region_infected,cold_region_infected,moderate_region_infected,airport_usage,port_usage,num_isolated_countries,num_affected_countries,most_affected_country,most_deaths_country,hot_region_transmission_rate,cold_region_transmission_rate,moderate_region_transmission_rate,cross_border_infections,within_country_infections
0,3,0,0,11261,0,0,3,0,0,0,1,Romania,,0,0,0.001015916017609211,0,3
1,4,0,0,11260,0,0,4,0,0,0,1,Romania,,0,0,0.0013545546901456147,0,4
2,5,0,0,11259,0,0,5,0,0,0,1,Romania,,0,0,0.0016931933626820183,0,5
3,8,0,0,11256,0,0,8,0,0,0,1,Romania,,0,0,0.0027091093802912294,0,8
4,9,0,0,11255,0,0,9,0,0,0,1,Romania,,0,0,0.0030477480528276328,0,9
5,10,0,0,11254,0,0,10,0,0,0,1,Romania,,0,0,0.0033863867253640365,0,10
6,10,0,0,11254,0,0,10,0,0,0,1,Romania,,0,0,0.0033863867253640365,0,10
7,11,0,0,11253,0,0,11,0,0,0,1,Romania,,0,0,0.0037250253979004403,0,11
8,11,0,0,11253,0,0,11,0,0,0,1,Romania,,0,0,0.0037250253979004403,0,11
9,12,0,0,11252,0,0,12,0,0,0,1,Romania,,0,0,0.004063664070436844,0,12
10,15,0,0,11249,0,0,15,0,0,0,3,Romania,,0,0,0.005079580088046055,0,15
11,17,0,0,11247,0,0,17,0,0,0,3,Romania,,0,0,0.005756857433118863,0,17
12,18,0,0,11246,0,0,18,0,0,0,3,Romania,,0,0,0.0060954961056552655,0,18
13,21,0,0,11243,0,0,21,0,0,0,4,Romania,,0,0,0.007111412123264477,0,21
14,21,0,0,11243,0,0,21,0,0,0,4,Romania,,0,0,0.007111412123264477,0,21
15,23,0,0,11241,0,0,23,0,0,0,4,Romania,,0,0,0.0077886894683372844,0,23
16,28,0,0,11236,0,0,28,0,0,0,4,Romania,,0,0,0.009481882831019302,0,28
17,36,0,0,11228,0,0,36,0,0,0,4,Romania,,0,0,0.012190992211310531,0,36
18,40,0,0,11224,0,0,40,0,0,0,4,Romania,,0,0,0.013545546901456146,0,40
19,46,1,0,11217,0,0,46,0,0,0,4,Romania,,0,0,0.015577378936674569,0,46
20,49,1,0,11214,0,0,49,0,0,0,4,Romania,,0,0,0.01659329495428378,0,49
21,52,1,0,11211,0,0,52,0,0,0,4,Romania,,0,0,0.01760921097189299,0,52
22,53,1,0,11210,0,0,53,0,0,0,4,Romania,,0,0,0.017947849644429394,0,53
23,55,1,0,11208,0,0,55,0,0,0,4,Romania,,0,0,0.0186251269895022,0,55
24,57,1,0,11206,0,0,57,0,0,0,4,Romania,,0,0,0.01930240433457501,0,57
25,58,2,0,11204,0,0,58,0,0,0,4,Romania,,0,0,0.019641043007111413,0,58
26,59,3,1,11201,0,0,59,0,0,0,4,Ukraine,Romania,0,0,0.019979681679647816,0,59
27,63,3,1,11197,0,0,63,0,0,0,4,Ukraine,Romania,0,0,0.02133423636979343,0,63
28,66,3,1,11194,0,0,66,0,0,0,5,Ukraine,Romania,0,0,0.022350152387402643,0,66
29,67,3,1,11193,0,0,67,0,0,0,5,Ukraine,Romania,0,0,0.022688791059939047,0,67
30,66,5,3,11190,0,0,66,0,0,0,5,Ukraine,Romania,0,0,0.022350152387402643,0,66
31,68,5,3,11188,0,0,68,0,0,0,6,Ukraine,Romania,0,0,0.02302742973247545,0,68
32,71,5,4,11184,0,0,71,0,0,0,6,Ukraine,Romania,0,0,0.02404334575008466,0,71
33,75,6,4,11179,0,0,75,0,0,0,7,Ukraine,Romania,0,0,0.025397900440230273,0,75
34,81,6,5,11172,0,0,81,0,0,0,7,Ukraine,Romania,0,0,0.027429732475448696,0,81
35,87,7,5,11165,0,0,87,0,0,0,7,Ukraine,Romania,0,0,0.02946156451066712,0,87
36,91,12,5,11156,0,1,90,0,0,0,8,Ukraine,Romania,0,5.05050505050505E-4,0.03047748052827633,0,91
37,102,12,5,11145,0,2,100,0,0,0,9,Ukraine,Romania,0,0.00101010101010101,0.033863867253640365,0,102
38,110,13,5,11136,0,2,108,0,0,0,9,Ukraine,Romania,0,0.00101010101010101,0.036572976633931595,0,110
39,111,16,5,11132,0,2,109,0,0,0,9,Ukraine,Romania,0,0.00101010101010101,0.036911615306468,0,111
40,113,18,5,11128,0,3,110,0,0,0,10,Ukraine,Romania,0,0.0015151515151515152,0.0372502539790044,0,113
41,117,18,5,11124,0,5,112,0,0,0,10,Ukraine,Romania,0,0.0025252525252525255,0.03792753132407721,0,117
42,120,20,5,11119,0,6,114,0,0,0,10,Ukraine,Romania,0,0.0030303030303030303,0.03860480866915002,0,120
43,125,22,5,11112,0,8,117,0,0,0,11,Ukraine,Romania,0,0.00404040404040404,0.03962072468675923,0,125
44,125,25,5,11109,0,8,117,0,0,0,11,Ukraine,Romania,0,0.00404040404040404,0.03962072468675923,0,125
45,130,26,6,11102,0,10,120,0,0,0,12,Ukraine,Romania,0,0.005050505050505051,0.04063664070436844,0,130
46,132,28,6,11098,0,12,120,0,0,0,12,Ukraine,Romania,0,0.006060606060606061,0.04063664070436844,0,132
47,135,28,6,11095,0,12,123,0,0,0,12,Ukraine,Romania,0,0.006060606060606061,0.04165255672197765,0,135
48,137,31,6,11090,0,12,125,0,0,0,12,Ukraine,Romania,0,0.006060606060606061,0.04232983406705046,0,137
49,139,32,6,11087,0,13,126,0,0,0,13,Ukraine,Romania,0,0.0065656565656565654,0.04266847273958686,0,139
50,139,35,6,11084,1,14,124,0,0,0,14,Ukraine,Romania,1.57952930026852E-4,0.007070707070707071,0.041991195394514055,0,139
51,140,38,6,11080,1,14,125,0,0,0,15,Ukraine,Romania,1.57952930026852E-4,0.007070707070707071,0.04232983406705046,0,140
52,137,41,8,11078,1,15,121,0,0,0,15,Ukraine,Romania,1.57952930026852E-4,0.007575757575757576,0.040975279376904844,0,137
53,137,44,8,11075,1,15,121,0,0,0,15,Ukraine,Romania,1.57952930026852E-4,0.007575757575757576,0.040975279376904844,0,137
